CFDA,CFFA,CLNA,CRSA,CDTA,COTA,CRDB,CRLB,CRQB,CRRB,CSPC,CCTC,CFUC,CCID,CDID,TGID,CHID,CPID,CHSD,CAGE,CDEF,COFF,CPSF,CLTF,CFSH,CETH,CSKI,CCTI,CCWI,CSAL,CSBL,CRDL,CFHL,CROL,CCPL,CWPL,CCHM,CCPM,CCLN,CFCO,CCLO,CFDP,CFRP,CSXP,CHAR,CFFR,CFRR,CDTR,CLTR,COTR,CRWR,CRKS,COPS,CRPS,CCWS,CRBT,CHGT,CMOT,CSBW,CKNW,CCPW,CFEX,CDTY,CHTY,COTY,CBSZ,CThg,CTgw
1,1,Frank Cignetti,39,50,53,40,35,80,60,0,0,0,29,23,1023,101,26,31,55,40,70,57,1023,2,70,0,0,0,75,1,36,0,51,0,0,51,2,0,0,0,1,1,15,2,1,1,49,1023,50,75,85,1,85,2,90,72,65,0,69,0,1,95,1,0,156,0,0
1,1,Andy Reid,84,50,53,79,77,80,76,0,2,0,32,17,9,106,12,1,62,79,80,8,1023,31,88,0,1,222,600,1,77,1,75,14,0,85,15,3,0,142,1,1,50,2,1,1,34,1023,46,77,85,0,85,18,60,76,90,1,92,15,1,5,1,0,24,2,1
1,1,Doug Pederson,40,50,53,40,40,80,65,0,0,0,33,29,13,7,12,31,52,40,72,13,1023,5,76,0,0,42,300,0,40,0,55,2,0,65,3,3,0,28,1,1,201,3,1,1,23,1023,52,71,85,0,85,3,82,71,72,1,70,4,1,95,0,0,108,0,0
1,1,Bob Sutton,77,50,53,75,91,45,62,1,0,0,34,17,1023,22,8,31,69,78,52,32,1023,2,81,0,0,0,70,0,54,0,51,0,0,76,0,0,0,0,1,1,193,0,1,1,51,1023,50,43,85,2,85,0,90,70,72,0,78,0,1,5,0,0,36,0,0
1,1,Dave Toub,41,50,53,49,55,35,40,1,1,0,35,17,9,15,0,31,58,58,40,25,1023,2,70,0,0,0,50,0,70,0,40,0,0,69,0,1,0,0,1,1,4,2,1,1,51,1023,50,44,85,3,85,0,90,72,68,0,68,0,1,5,0,0,36,0,0
1,1,Ken Zampese,39,50,53,35,39,90,79,0,1,0,36,1,1023,14,1,31,53,40,81,31,1023,2,77,0,0,0,78,0,36,0,55,0,0,74,0,0,0,0,1,1,89,2,1,1,50,1023,50,80,85,1,85,0,90,72,75,0,78,0,1,5,0,0,36,0,0
1,1,Tom McMahon,67,50,53,70,65,40,45,1,1,0,39,33,4,14,9,31,49,63,42,31,1023,2,75,0,0,0,50,0,49,0,42,0,0,69,0,1,0,0,1,1,37,2,1,1,51,1023,50,48,98,3,97,0,90,72,81,0,68,0,1,5,0,0,36,0,0
1,1,Jason Garrett,40,51,48,40,40,85,70,0,0,0,40,24,16,14,21,31,54,40,75,31,1023,2,79,0,0,79,500,0,40,0,65,3,0,72,0,2,0,62,1,1,42,3,1,1,51,1023,50,72,85,1,85,5,90,72,75,0,82,2,1,95,0,0,36,0,0
1,1,Bill Callahan,40,50,53,42,41,38,62,0,0,0,41,25,1023,6,25,31,64,42,70,31,1023,2,68,0,0,17,250,1,42,0,79,1,0,63,0,0,0,18,1,1,43,5,1,1,47,1023,50,55,85,0,85,0,50,72,70,0,75,2,1,95,0,0,36,0,0
1,1,Rich Bisaccia,36,50,53,43,38,36,55,1,1,0,43,5,23,14,10,31,60,42,42,31,1023,5,68,0,0,0,50,0,45,0,37,0,0,55,0,1,0,0,1,1,33,2,1,1,51,1023,50,46,88,3,85,0,90,72,64,0,68,0,1,95,0,0,4,0,0
1,1,Joe Philbin,39,50,53,35,39,75,75,0,0,0,44,19,1023,14,19,31,59,39,76,31,1023,2,70,0,0,26,350,0,36,0,90,0,0,65,0,0,0,30,1,1,46,2,1,1,49,1023,50,75,85,1,85,0,90,72,66,0,70,0,1,5,0,0,36,0,0
1,1,Darren Rizzi,45,50,53,45,45,35,38,0,0,0,47,31,27,14,11,31,50,45,42,27,1023,2,70,0,0,0,30,0,45,0,70,0,0,65,0,1,0,0,1,1,49,2,1,1,51,1023,50,50,90,3,92,0,71,72,70,0,68,0,1,95,0,0,36,0,0
1,1,Pat Shurmur,55,50,48,59,56,85,78,1,0,0,49,24,4,14,30,31,55,41,75,25,1023,2,78,0,0,15,125,0,48,0,66,0,0,58,0,5,0,34,1,1,18,2,1,1,50,1023,50,62,85,1,86,0,90,72,72,0,78,0,1,95,0,0,36,0,0
1,1,Dave Fipp,80,50,53,79,58,35,35,1,0,0,51,29,13,18,12,31,46,70,38,53,1023,2,75,0,0,0,35,0,50,0,35,0,0,68,0,1,0,0,1,1,144,0,1,1,51,1023,50,35,85,3,85,0,90,70,70,0,72,0,1,95,0,0,36,0,0
1,1,Dirk Koetter,45,50,48,45,45,75,70,0,1,0,53,35,14,14,33,31,61,45,78,31,1023,2,70,0,0,19,85,0,45,0,60,0,0,60,0,4,0,29,1,1,55,2,1,1,51,1023,60,71,85,1,85,0,50,72,66,0,75,0,1,95,0,0,36,0,0
1,1,Keith Armstrong,42,50,53,38,37,42,40,1,1,0,55,31,6,18,13,31,57,40,44,29,1023,2,63,2,0,0,25,0,35,0,38,0,0,47,0,1,0,0,1,1,57,0,1,1,51,1023,50,42,92,3,96,0,70,72,58,0,69,0,1,95,0,0,36,0,0
1,1,Greg Roman,39,50,53,35,36,70,54,0,0,0,57,24,25,22,24,31,48,40,71,14,1023,2,72,0,0,0,90,0,38,0,75,0,0,73,0,3,0,0,1,1,59,0,1,1,50,1023,50,70,85,1,85,0,90,69,74,0,69,0,1,5,0,0,36,4,1
1,1,Vic Fangio,71,50,53,74,82,35,39,1,0,0,58,24,4,104,30,31,62,85,40,44,1023,2,84,0,0,7,90,0,80,0,42,0,0,71,0,3,0,9,1,1,60,5,1,1,64,1023,25,38,85,0,85,0,60,72,79,0,89,0,1,5,0,0,24,0,1
1,1,Brad Seely,38,50,53,42,36,45,40,1,1,0,59,28,32,14,14,31,64,40,43,14,1023,2,65,0,0,0,45,0,35,0,35,0,0,57,0,1,0,0,1,1,61,2,1,1,49,1023,50,42,91,3,88,0,90,72,68,0,70,0,1,5,0,0,36,0,1
1,1,Jason Michael,52,50,53,55,42,65,67,0,0,0,61,29,1023,6,29,31,42,42,70,31,1023,2,72,0,0,0,96,0,38,0,69,0,0,68,0,0,0,0,1,1,182,5,1,1,51,1023,50,75,85,1,85,0,90,72,70,0,64,0,1,95,0,0,36,0,0
1,1,Perry Fewell,70,50,53,75,79,35,42,1,1,0,62,15,1023,14,15,16,58,81,63,31,1023,2,65,4,0,3,75,0,63,0,51,0,0,71,0,0,0,4,1,1,64,2,1,1,51,1023,50,42,85,2,85,0,75,72,68,0,75,0,1,95,0,0,36,0,0
1,1,Tom Quinn,65,50,53,45,45,40,40,1,0,0,63,15,1023,14,15,31,52,50,40,31,1023,2,65,0,0,0,50,0,45,0,40,0,0,70,0,0,0,0,1,1,65,2,1,1,45,1023,50,40,91,3,92,0,90,72,66,0,70,0,1,95,0,0,36,0,0
1,1,Gus Bradley,45,50,53,48,92,45,35,1,0,0,64,0,8,24,29,31,54,66,45,43,1023,2,86,0,0,14,400,0,61,0,35,0,0,75,0,1,0,48,1,1,112,5,1,1,50,1023,50,40,85,2,85,0,50,75,88,0,80,0,1,95,0,0,36,5,1
1,1,Jedd Fisch,49,50,53,45,48,70,72,0,0,0,65,7,1023,14,16,31,44,48,74,25,1023,2,71,0,0,0,70,0,45,0,64,0,0,68,2,0,0,0,1,1,132,1,1,1,50,1023,50,78,85,1,85,1,54,72,70,0,65,0,1,5,0,0,36,0,0
1,1,Marty Mornhinweg,48,50,53,50,53,75,68,0,1,0,69,21,1023,4,12,31,58,70,75,12,1023,2,70,0,0,5,75,0,55,0,85,0,0,65,0,0,0,27,1,1,51,2,1,1,52,1023,50,69,85,1,85,0,90,71,65,0,78,0,1,5,0,0,36,0,0
1,1,Ben Kotwica,61,50,53,60,73,35,35,1,0,0,71,14,14,18,17,31,46,65,45,26,1023,2,85,0,0,0,30,0,45,0,40,0,0,74,0,1,0,0,1,1,133,0,1,1,51,1023,50,58,85,3,85,0,90,73,80,0,61,0,1,5,0,0,36,0,0
1,1,Jim Schwartz,71,50,53,78,82,46,49,1,1,0,72,29,13,14,18,31,54,80,51,14,1023,2,82,0,0,29,80,0,80,0,51,1,0,72,0,1,0,52,1,1,74,2,1,1,51,1023,50,50,85,2,85,0,90,72,78,0,80,0,1,95,0,0,36,0,0
1,1,Scott Linehan,42,50,53,43,38,88,86,0,0,0,73,5,1023,30,23,31,57,41,87,52,1023,27,79,0,0,11,85,0,42,0,82,0,0,78,0,0,0,25,1,1,75,2,1,1,47,1023,50,93,85,1,85,0,90,72,75,0,92,0,1,95,0,0,144,0,0
1,1,Teryl Austin,85,50,53,86,77,39,44,1,0,0,74,30,1023,6,18,31,55,83,41,54,1023,2,87,1,0,0,72,0,83,0,42,0,0,79,0,0,0,0,1,1,177,5,1,1,51,1023,50,40,85,2,85,1,90,71,86,0,86,0,1,95,0,0,36,0,1
1,1,Mike McCarthy,78,50,53,75,52,95,73,0,0,0,76,19,11,113,19,31,57,63,92,49,1023,34,87,0,2,135,600,0,50,1,82,8,0,95,9,5,0,85,1,1,78,2,1,1,48,1023,63,80,85,0,85,10,73,72,84,1,93,10,1,95,1,0,136,0,0
1,1,Tom Clements,41,50,53,40,35,82,70,0,0,0,77,33,7,13,21,31,66,40,79,25,1023,5,70,0,0,0,75,0,36,0,71,0,0,70,0,3,0,0,1,1,79,0,1,1,53,1023,51,77,85,1,85,0,90,72,76,0,75,0,1,5,0,0,4,0,0
1,1,Dom Capers,77,50,53,84,86,70,62,1,1,0,78,11,1023,100,19,16,70,84,68,24,1023,1,75,0,0,49,75,0,78,1,61,1,0,80,1,0,0,81,1,1,80,5,1,1,51,1023,50,75,85,2,85,1,90,70,70,0,81,1,1,5,1,0,76,0,0
1,1,Ron Rivera,77,50,56,78,81,55,60,1,1,0,80,16,26,22,32,31,58,83,60,24,1023,2,80,1,1,79,400,1,85,0,46,4,0,68,4,5,0,67,1,1,82,0,1,1,41,1023,34,61,85,0,85,3,76,72,86,0,85,3,1,95,0,0,36,0,1
1,1,Mike Shula,40,50,53,40,40,85,62,0,0,0,81,15,1023,30,20,31,55,40,74,31,1023,2,76,0,0,0,82,0,40,0,55,0,0,72,0,0,0,0,1,1,41,2,1,1,51,1023,50,76,85,1,85,0,90,72,70,0,75,0,1,95,0,0,36,0,0
1,1,Sean McDermott,84,50,53,85,75,40,38,1,0,0,82,30,3,32,32,31,46,82,44,36,1023,2,78,0,0,25,75,0,82,0,42,2,0,72,2,2,0,25,1,1,84,0,1,1,54,1023,21,45,85,0,85,2,60,72,80,0,80,0,1,95,0,0,36,0,0
1,1,Bill Belichick,88,50,56,88,96,97,70,1,0,0,84,24,22,6,21,31,68,93,80,10,1023,2,95,0,0,304,750,3,90,0,54,12,0,74,18,2,0,139,1,1,86,0,1,1,34,1023,51,73,85,0,85,20,60,72,99,6,99,31,1,5,0,0,36,0,0
1,1,Josh McDaniels,41,50,53,40,42,87,64,0,0,0,85,24,22,14,21,31,44,42,82,14,1023,2,81,0,0,11,75,0,40,0,58,0,0,72,0,1,0,17,1,1,87,2,1,1,49,1023,50,72,85,1,85,0,90,72,77,0,74,0,1,95,0,0,36,0,0
1,1,Matt Patricia,73,50,56,72,88,35,42,1,0,0,86,29,19,19,9,31,46,79,48,64,1023,2,90,0,1,9,75,0,80,0,65,0,0,78,0,2,0,22,1,1,88,0,1,1,54,1023,54,51,85,0,85,0,60,72,83,0,75,0,1,5,0,0,24,0,0
1,1,Joe Judge,50,50,53,45,48,50,44,0,0,0,87,24,16,92,21,31,39,45,42,31,1023,2,67,0,0,0,50,0,38,0,35,0,0,65,0,5,0,0,1,1,14,2,1,1,50,1023,50,41,90,0,89,0,90,72,70,0,64,0,1,5,0,0,36,0,0
1,1,Dennis Allen,75,50,53,78,71,38,50,1,0,0,88,26,27,14,26,16,48,75,45,14,1023,2,82,0,0,8,120,0,70,0,45,0,0,70,0,1,0,28,1,1,147,2,1,1,51,1023,50,43,85,2,85,0,82,72,74,0,69,0,1,95,0,0,36,0,0
1,1,Greg Olson,55,50,53,43,38,85,71,0,0,0,89,30,23,22,5,31,57,40,82,25,1023,2,72,0,0,0,85,0,42,0,75,0,0,75,0,3,0,0,1,1,158,0,1,1,49,1023,50,70,85,1,85,0,90,72,76,0,79,0,1,95,0,0,36,0,0
1,1,Tim Walton,77,50,53,78,55,60,63,1,0,0,94,23,1023,18,23,31,49,71,61,53,1023,2,76,0,0,0,77,0,57,0,65,0,0,65,0,0,0,0,1,1,196,0,1,1,49,1023,50,65,85,2,85,0,90,70,69,0,70,0,1,95,0,0,36,0,0
1,1,John Fassel,40,50,53,40,41,35,40,0,0,0,95,7,11,22,23,31,46,40,42,31,1023,2,72,0,0,0,50,0,42,0,38,0,0,64,0,1,0,3,1,1,97,0,1,1,49,1023,50,58,90,3,90,0,90,75,70,0,63,0,1,5,0,0,36,0,0
1,1,John Harbaugh,90,50,53,95,95,75,82,1,0,0,96,24,25,14,24,31,58,91,76,25,1023,2,85,0,0,128,700,0,85,0,50,7,0,92,8,3,0,81,1,1,98,2,1,1,39,1023,43,75,85,0,85,11,60,72,91,1,88,10,1,5,0,0,36,0,0
1,1,Jim Caldwell,80,50,48,77,75,78,63,1,0,0,97,29,1023,14,33,31,65,82,75,27,1023,2,74,2,0,64,400,1,84,0,52,4,0,90,2,0,0,54,1,1,140,2,1,1,49,1023,60,72,85,0,85,3,65,67,70,0,84,2,1,95,0,0,36,0,1
1,1,Jerry Rosburg,74,50,53,73,72,45,38,1,0,0,99,21,25,15,24,31,65,68,42,25,1023,2,58,0,0,0,75,0,38,0,48,0,0,48,0,1,0,0,1,1,101,2,1,1,49,1023,50,42,85,3,86,0,70,72,66,0,71,0,1,5,0,0,36,0,0
1,1,Kyle Shanahan,41,50,53,40,35,82,68,0,0,0,101,31,15,1,31,31,41,40,75,14,1023,2,66,0,0,25,60,1,36,0,65,1,0,58,1,2,0,26,1,1,103,2,1,1,67,1023,43,70,85,0,85,1,79,72,65,0,69,2,1,95,0,0,36,0,0
1,1,Jim Haslett,76,50,53,73,75,64,63,1,2,0,102,33,30,9,25,7,65,79,65,20,1023,1,80,0,0,48,75,0,72,0,65,1,0,60,1,0,0,62,1,1,104,2,1,1,49,1023,50,62,85,2,85,2,90,73,78,0,78,1,1,5,0,0,60,0,0
1,1,Tom McGaughey,65,48,49,70,40,35,39,1,0,0,103,15,16,14,17,31,47,42,38,14,1023,2,68,7,0,0,35,0,40,0,40,0,0,64,0,2,0,0,1,1,183,4,1,1,47,1023,50,37,85,3,85,0,90,72,67,0,61,0,1,95,0,0,36,0,0
1,1,Sean Payton,39,50,48,45,41,97,91,0,0,0,104,26,27,114,26,31,57,42,94,42,1023,20,85,0,0,139,800,0,39,1,65,7,0,80,8,3,0,84,1,1,106,2,1,1,43,1023,64,92,85,0,85,9,82,72,88,1,91,8,1,95,1,0,112,0,0
1,1,Pete Carmichael,41,50,53,45,42,85,61,0,0,0,105,26,27,14,26,31,49,42,77,14,1023,2,68,0,0,0,75,0,40,0,68,0,0,70,0,1,0,0,1,1,107,2,1,1,51,1023,50,75,85,1,85,0,90,71,71,0,72,0,1,95,0,0,36,0,0
1,1,Pete Carroll,80,50,53,85,80,75,70,0,0,0,108,27,28,7,17,18,69,82,75,34,1023,24,80,0,1,144,800,1,77,0,69,9,0,93,10,1,0,99,1,1,110,5,1,1,47,1023,25,72,85,0,85,11,82,72,85,1,95,11,1,95,0,0,108,0,0
1,1,Darrell Bevell,39,50,53,35,39,88,67,0,1,0,109,29,19,14,9,31,50,40,76,38,1023,1,74,0,0,0,75,0,36,0,69,0,0,66,0,3,0,0,1,1,111,2,1,1,51,1023,50,78,85,1,85,0,90,72,72,0,75,0,1,95,0,0,96,0,0
1,1,Dan Quinn,70,50,53,69,76,40,45,1,0,0,110,35,1023,7,33,31,50,78,45,35,1023,2,80,0,0,46,550,1,89,0,51,2,0,75,2,0,0,39,1,1,160,2,1,1,39,1023,63,48,85,0,85,3,82,72,77,0,70,3,1,95,0,0,36,0,0
1,1,Brian Schneider,48,50,53,50,53,35,40,0,0,0,111,1,28,14,27,31,49,53,40,25,1023,5,70,0,0,0,30,0,55,0,40,0,0,65,0,1,0,0,1,1,113,4,1,1,50,1023,50,42,89,3,87,0,90,73,70,0,68,0,1,95,0,0,4,0,0
1,1,Mike Tomlin,83,50,48,84,81,74,72,1,0,0,112,33,29,116,28,16,48,83,75,62,1023,5,82,2,1,141,600,1,77,0,79,7,0,87,8,1,0,81,1,1,114,0,1,1,39,1023,52,75,85,0,85,13,76,72,84,1,92,8,1,5,1,0,180,0,0
1,1,Todd Haley,50,50,62,50,45,75,82,0,0,0,113,25,1023,14,21,31,53,46,80,28,1023,2,77,0,0,19,90,0,35,0,74,1,0,75,1,0,0,27,1,1,115,2,1,1,51,1023,50,78,85,1,85,1,90,72,70,0,76,0,1,95,0,0,36,0,0
1,1,Randy Brown,40,50,53,36,35,35,35,1,0,0,114,24,1023,0,24,31,53,37,35,1,1023,5,76,0,0,0,75,0,33,1,38,0,0,75,0,0,0,0,1,1,15,0,1,1,47,1023,50,30,95,3,89,0,90,74,70,0,80,0,1,95,0,0,4,0,0
1,1,Danny Smith,35,50,53,37,40,38,43,1,0,0,115,33,29,6,28,31,67,38,42,25,1023,2,68,0,0,0,50,0,35,0,42,0,0,60,0,1,0,0,1,1,105,5,1,1,50,1023,50,36,92,3,90,0,90,72,66,0,74,0,1,5,0,0,36,0,0
1,1,Mike Munchak,64,50,53,64,65,82,79,0,0,0,116,29,1023,113,29,31,60,65,82,63,1023,2,88,0,0,22,80,0,74,0,95,0,0,68,0,0,0,26,1,1,118,2,1,1,49,1023,50,77,85,1,85,0,90,72,90,0,79,0,1,95,1,0,184,0,0
1,1,Dowell Loggains,35,50,53,37,36,77,64,0,1,0,117,6,18,6,18,31,40,40,71,31,1023,5,74,0,0,0,65,0,42,0,68,0,0,78,0,3,0,0,1,1,179,5,1,1,50,1023,50,70,85,1,85,0,90,72,70,0,63,0,1,95,0,0,4,0,1
1,1,Jerry Gray,89,50,53,95,72,35,40,1,1,0,118,2,1023,18,29,31,58,89,37,32,1023,5,86,2,0,0,75,0,70,0,36,0,0,80,0,0,0,0,1,1,120,0,1,1,51,1023,50,41,85,2,85,0,90,72,81,0,86,0,1,95,0,0,4,0,0
1,1,Nate Kaczor,35,50,53,35,35,60,50,1,0,0,119,16,26,26,29,31,53,35,51,30,1023,5,71,0,0,0,40,0,35,0,41,0,0,69,0,1,0,0,1,1,199,1,1,1,50,1023,50,48,95,3,92,0,90,72,75,0,70,0,1,95,0,0,4,0,0
1,1,Leslie Frazier,81,50,53,85,78,40,48,0,0,0,120,30,3,115,30,31,61,80,50,32,1023,5,70,2,1,21,75,0,88,0,42,1,0,65,0,2,0,33,1,1,122,0,1,1,49,1023,50,42,85,2,85,0,90,72,71,0,72,0,1,95,0,0,0,0,0
1,1,Bill Musgrave,37,50,53,35,38,78,56,0,1,0,121,33,1023,6,30,31,53,51,69,31,1023,2,65,0,0,0,75,0,50,0,59,0,0,58,0,0,0,0,1,1,123,5,1,1,49,1023,50,62,85,1,85,0,85,72,69,0,70,0,1,5,0,0,36,0,0
1,1,Alan Williams,74,50,53,72,73,40,37,1,0,0,122,30,1023,14,30,31,51,71,45,27,1023,5,69,0,0,0,75,0,70,0,45,0,0,65,0,0,0,0,1,1,124,2,1,1,50,1023,50,39,85,2,85,0,85,72,70,0,69,0,1,95,0,0,4,0,0
1,1,Mike Priefer,35,50,53,35,45,35,35,1,0,0,123,2,5,13,30,31,54,40,35,32,1023,2,64,0,0,0,45,0,35,0,35,0,0,60,0,1,0,0,1,1,125,0,1,1,51,1023,50,35,95,3,90,0,85,72,65,0,73,0,1,95,0,0,36,0,0
1,1,Rick Dennison,39,50,53,35,39,73,70,0,1,0,125,31,1023,14,19,31,62,40,77,31,1023,2,72,0,0,0,78,0,36,0,98,0,0,74,0,0,0,0,1,1,127,2,1,1,51,1023,50,65,85,1,85,0,90,72,69,0,75,0,1,5,0,0,36,0,0
1,1,Wade Phillips,85,50,53,83,86,36,39,1,0,0,126,7,1023,21,10,31,73,90,40,40,1023,2,77,0,0,83,120,0,82,0,41,5,0,55,0,0,0,69,1,1,128,5,1,1,49,1023,50,40,85,2,85,0,84,72,66,0,91,1,1,5,0,0,36,0,0
