CFDA,CFFA,CLNA,CRSA,CDTA,COTA,CRDB,CRLB,CRQB,CRRB,CSPC,CCTC,CFUC,CCID,CDID,TGID,CHID,CPID,CHSD,CAGE,CDEF,COFF,CPSF,CLTF,CFSH,CETH,CSKI,CCTI,CCWI,CSAL,CSBL,CRDL,CFHL,CROL,CCPL,CWPL,CCHM,CCPM,CCLN,CFCO,CCLO,CFDP,CFRP,CSXP,CHAR,CFFR,CFRR,CDTR,CLTR,COTR,CRWR,CRKS,COPS,CRPS,CCWS,CRBT,CHGT,CMOT,CSBW,CKNW,CCPW,CFEX,CDTY,CHTY,COTY,CBSZ,CThg,CTgw
1,1,Jimmy Lake,88,50,53,85,83,58,58,1,0,0,18,24,1009,108,18,31,49,84,58,74,1023,2,82,2,0,0,100,0,86,0,58,0,0,78,0,3,0,0,1,1,44,5,1,1,51,1023,50,58,78,2,78,0,90,71,80,0,84,0,1,5,0,0,132,0,1
1,1,Chris Tabor,78,50,53,77,75,68,72,1,0,0,19,0,3,6,0,31,54,75,70,30,1023,2,88,0,0,0,100,0,72,0,70,0,0,84,0,3,0,0,1,1,21,2,1,1,48,1023,50,75,90,3,88,0,80,72,85,0,82,0,1,5,0,0,36,0,1
1,1,Duce Staley,40,50,53,40,40,40,77,1,0,0,20,12,1009,22,12,31,50,40,53,14,1023,2,75,4,0,0,100,0,40,0,49,0,0,80,0,0,0,0,1,1,15,0,1,1,49,1023,50,45,75,3,75,0,90,72,70,0,64,0,1,95,0,0,36,0,0
1,1,Mike Sullivan,43,50,53,45,41,75,60,0,0,0,21,5,1009,14,5,31,58,43,70,27,1023,2,73,0,0,0,100,0,38,0,56,0,0,80,0,0,0,0,1,1,15,2,1,1,49,1023,50,79,75,1,75,0,89,72,77,0,69,0,1,95,0,0,36,0,0
1,1,Michael Ghobrial,58,50,53,58,58,58,58,0,1,0,22,0,16,100,7,31,40,58,58,56,1023,2,77,0,0,0,100,0,58,0,58,0,0,71,0,3,0,0,1,1,54,2,1,1,47,1023,50,58,79,3,78,0,90,72,76,0,73,0,1,95,0,0,24,0,1
1,1,Jeff Hafley,86,50,53,88,84,58,58,1,0,0,23,7,20,1,7,31,46,82,58,63,1023,5,80,0,0,0,100,0,85,0,58,0,0,75,0,3,0,0,1,1,67,5,1,1,48,1023,50,58,78,2,78,0,90,72,79,0,80,0,1,5,0,0,172,0,0
1,1,Brad Idzik,72,50,53,74,71,77,79,1,0,0,24,29,21,9,11,31,34,58,82,31,1023,2,80,0,0,0,100,0,73,0,80,0,0,75,0,3,0,0,1,1,69,0,1,1,49,1023,50,78,78,1,78,0,90,72,78,0,77,0,1,95,0,0,172,0,0
1,1,Harold Goodwin,40,50,53,40,42,60,71,0,0,0,25,33,1009,111,6,31,52,42,73,56,1023,37,69,7,0,0,100,0,43,0,88,0,0,66,9,0,0,0,1,1,15,1,1,1,49,1023,50,65,75,1,75,11,90,71,71,0,70,0,1,5,1,0,152,0,1
1,1,Tracy Smith,58,50,53,58,58,58,58,1,0,0,26,0,21,0,0,31,36,58,58,36,1023,2,77,0,0,0,100,0,58,0,58,0,0,71,0,3,0,0,1,1,70,2,1,1,48,1023,50,58,78,3,78,0,80,72,76,0,73,0,1,5,0,0,172,0,1
1,1,Amos Jones,45,50,53,45,58,36,49,1,0,0,27,25,1009,6,6,31,66,48,42,30,1023,5,73,0,0,0,100,0,55,0,43,0,0,55,0,0,0,0,1,1,15,5,1,1,51,1023,50,45,87,3,85,0,56,72,70,0,75,0,1,95,0,0,4,0,0
1,1,D. Covington,80,50,53,79,77,58,58,1,1,0,29,24,1009,102,24,16,36,79,58,29,1023,2,77,2,0,0,100,0,78,0,58,0,0,72,0,3,0,0,1,1,73,2,1,1,51,1023,50,58,78,2,78,0,75,72,76,0,77,0,1,5,0,0,172,0,0
1,1,J. Springer,58,50,53,58,58,58,58,0,0,0,30,21,22,101,21,31,36,58,58,64,1023,2,76,0,0,0,100,0,58,0,58,0,0,70,0,3,0,0,1,1,76,2,1,1,48,1023,50,58,78,3,78,0,72,73,75,0,72,0,1,5,0,0,92,0,0
1,1,Antonio Pierce,80,50,48,89,90,75,85,1,0,0,31,30,1009,12,30,31,47,86,80,61,1023,2,84,2,0,5,100,0,88,0,80,0,0,88,0,3,0,4,1,1,81,2,1,1,51,1023,50,80,80,0,80,0,65,72,85,0,83,0,1,95,0,0,120,0,0
1,1,Andy Reid,77,50,53,91,84,96,87,0,2,0,32,8,9,106,8,1,67,87,99,8,1023,31,92,0,1,258,1200,2,88,1,92,16,0,94,17,6,0,144,1,1,50,2,1,1,34,1023,46,93,87,0,88,21,60,76,97,3,99,26,1,5,1,0,24,2,1
1,1,Doug Pederson,76,50,53,86,80,91,86,0,0,0,33,29,1009,7,12,31,57,86,93,13,1023,5,88,0,1,60,850,0,83,0,85,3,0,90,3,1,0,53,1,1,201,3,1,1,23,1023,52,88,85,0,86,3,73,71,89,1,91,5,1,95,0,0,108,0,0
1,1,Bob Sutton,77,50,53,75,91,45,62,1,0,0,34,17,1009,22,8,31,74,78,52,32,1023,2,81,0,0,0,100,0,54,0,51,0,0,76,0,0,0,0,1,1,15,0,1,1,51,1023,50,43,75,2,75,0,90,70,72,0,78,0,1,5,0,0,36,0,0
1,1,Dave Toub,58,50,53,58,58,58,58,1,1,0,35,8,9,15,8,31,63,58,58,25,1023,2,87,0,0,0,100,0,58,0,58,0,0,83,0,3,0,0,1,1,4,2,1,1,51,1023,50,58,88,3,87,0,90,72,85,0,88,0,1,5,0,0,36,0,0
1,1,Ken Zampese,39,50,53,35,39,90,79,0,1,0,36,1,1009,14,1,31,58,40,81,31,1023,2,77,0,0,0,100,0,36,0,55,0,0,74,0,0,0,0,1,1,15,2,1,1,50,1023,50,80,75,1,75,0,90,72,75,0,78,0,1,5,0,0,36,0,0
1,1,Chris Shula,79,50,53,78,76,58,58,1,1,0,37,24,24,4,24,16,39,80,58,67,1023,2,78,0,0,0,100,0,78,0,58,0,0,73,0,3,0,0,1,1,86,2,1,1,51,1023,50,58,78,2,78,0,75,72,77,0,77,0,1,95,0,0,172,0,0
1,1,C.Blackburn,58,50,53,58,58,58,58,1,1,0,38,16,24,101,16,31,42,58,58,35,1023,2,81,0,0,0,100,0,58,0,58,0,0,77,0,3,0,0,1,1,92,2,1,1,49,1023,50,58,79,3,78,0,90,72,79,0,79,0,1,5,0,0,24,0,1
1,1,Tom McMahon,58,50,53,58,58,58,58,1,1,0,39,3,23,14,3,31,56,58,58,31,1023,2,80,0,0,0,100,0,58,0,58,0,0,74,0,3,0,0,1,1,37,2,1,1,51,1023,50,58,80,3,79,0,90,72,78,0,76,0,1,5,0,0,36,0,0
1,1,Bill Callahan,40,50,53,42,41,38,62,0,0,0,41,25,1009,6,25,31,69,42,70,31,1023,2,68,0,0,15,100,1,42,0,79,1,0,63,0,0,0,17,1,1,43,5,1,1,47,1023,50,55,75,0,75,1,50,72,70,0,75,2,1,95,0,0,36,0,0
1,1,Zach Orr,77,50,53,78,80,58,58,1,1,0,42,11,25,12,15,16,33,83,58,32,1023,2,81,2,0,0,100,0,78,0,58,0,0,78,0,3,0,0,1,1,95,2,1,1,51,1023,50,58,78,2,78,0,75,72,80,0,82,0,1,5,0,0,172,0,0
1,1,Rich Bisaccia,58,50,53,58,58,58,58,1,1,0,43,5,20,14,10,31,65,58,58,31,1023,5,86,0,0,0,100,0,58,0,58,0,0,82,0,3,0,0,1,1,33,2,1,1,51,1023,50,58,87,3,86,0,90,72,84,0,88,0,1,95,0,0,4,0,0
1,1,Joe Philbin,39,50,53,35,39,75,75,0,0,0,44,19,1009,14,19,31,64,39,76,31,1023,2,70,0,0,26,100,0,36,0,90,0,0,65,0,0,0,30,1,1,15,2,1,1,49,1023,50,75,75,1,75,0,90,72,66,0,70,0,1,5,0,0,36,0,0
1,1,Joe Whitt Jr.,86,50,53,88,81,58,58,1,0,0,45,4,26,12,10,31,47,80,58,72,1023,2,79,2,0,0,100,0,84,0,58,0,0,74,0,3,0,0,1,1,100,5,1,1,49,1023,50,58,78,2,78,0,84,72,78,0,78,0,1,95,0,0,120,0,0
1,1,Darren Rizzi,58,50,53,58,58,58,58,0,0,0,47,31,4,14,26,31,55,58,58,27,1023,2,85,0,0,0,100,0,58,0,58,0,0,81,0,3,0,0,1,1,49,2,1,1,51,1023,50,58,86,3,85,0,71,72,83,0,86,0,1,95,0,0,36,0,0
1,1,Aden Durde,77,50,48,78,76,58,58,1,0,0,48,30,28,101,30,31,46,78,58,26,1023,2,77,1,0,0,100,0,77,0,58,0,0,71,0,3,0,0,1,1,110,2,1,1,51,1023,50,58,78,2,78,0,82,72,76,0,75,0,1,5,0,0,92,0,0
1,1,Jay Harbaugh,58,50,53,58,58,58,58,1,0,0,50,24,28,114,24,31,36,58,58,68,1023,2,83,0,0,0,1200,0,58,0,58,0,0,79,9,3,0,0,1,1,115,2,1,1,39,1023,43,58,80,3,80,13,65,72,82,0,83,0,1,5,0,0,92,0,0
1,1,Dave Fipp,58,50,53,58,58,58,58,1,0,0,51,12,19,18,12,31,51,58,58,53,1023,2,84,0,0,0,100,0,58,0,58,0,0,80,0,3,0,0,1,1,144,0,1,1,51,1023,50,58,83,3,82,0,90,70,82,0,85,0,1,95,0,0,36,0,0
1,1,Nick Holz,72,50,53,74,71,80,77,0,0,0,52,8,30,29,31,31,41,58,77,2,1023,2,76,0,0,0,100,0,74,0,78,0,0,69,0,3,0,0,1,1,123,0,1,1,49,1023,50,79,78,1,78,0,90,72,74,0,74,0,1,5,0,0,172,0,0
1,1,Dennard Wilson,84,50,53,85,80,58,58,1,0,0,53,24,30,113,0,31,43,80,58,71,1023,2,79,2,0,0,100,0,82,0,58,0,0,73,0,3,0,0,1,1,128,5,1,1,50,1023,50,58,78,2,78,0,90,72,77,0,77,0,1,5,0,0,92,0,0
1,1,Declan Doyle,71,50,53,69,66,69,71,1,0,0,54,1,1,15,12,31,29,64,82,65,1023,2,79,0,0,0,100,0,64,0,77,0,0,77,0,3,0,0,1,1,14,0,1,1,49,1023,50,79,74,1,74,0,90,72,74,0,75,0,1,95,0,0,36,0,0
1,1,Al Golden,86,50,53,88,90,65,70,1,0,0,56,2,2,18,16,31,56,89,70,21,1023,2,88,0,0,0,100,0,85,0,75,0,0,82,0,3,0,0,1,1,156,0,1,1,50,1023,50,72,75,2,75,0,90,70,85,0,90,0,1,95,0,0,36,0,0
1,1,Greg Roman,82,50,53,84,80,91,88,0,0,0,57,24,8,22,24,31,53,80,88,14,1023,2,83,0,0,0,100,0,82,0,84,0,0,85,0,2,0,0,1,1,59,0,1,1,50,1023,50,85,82,1,82,0,90,69,82,0,86,0,1,5,0,0,36,4,1
1,1,Vic Fangio,91,50,53,91,92,61,61,1,0,0,58,3,13,104,3,31,67,95,61,44,1023,2,91,0,0,19,500,0,93,0,61,0,0,87,0,3,0,30,1,1,60,5,1,1,64,1023,25,61,86,2,85,0,50,72,89,0,93,0,1,5,0,0,24,0,1
1,1,Tommy Rees,73,50,53,71,61,91,81,1,0,0,59,5,5,15,12,31,33,71,87,68,1023,2,86,0,0,0,100,0,66,0,76,0,0,83,0,3,0,0,1,1,38,0,1,1,49,1023,50,86,69,1,71,0,90,72,81,0,84,0,1,95,0,0,36,0,0
1,1,Josh Grizzard,73,50,53,74,67,84,74,1,0,0,60,6,6,15,12,31,35,67,81,54,1023,2,79,0,0,0,100,0,65,0,71,0,0,76,0,3,0,0,1,1,41,0,1,1,49,1023,50,87,69,1,69,0,90,72,77,0,78,0,1,95,0,0,36,0,0
1,1,Jason Michael,52,50,53,55,42,65,67,0,0,0,61,29,1009,6,29,31,47,42,70,31,1023,2,72,0,0,0,100,0,38,0,69,0,0,68,0,0,0,0,1,1,15,5,1,1,51,1023,50,75,75,1,75,0,90,72,70,0,64,0,1,95,0,0,36,0,0
1,1,Larry Foote,86,50,53,88,93,66,71,1,0,0,63,6,6,18,16,31,45,89,66,43,1023,2,87,0,0,0,100,0,86,0,76,0,0,81,0,3,0,0,1,1,42,0,1,1,50,1023,50,73,78,2,76,0,90,70,84,0,89,0,1,95,0,0,36,0,0
1,1,Gus Bradley,86,50,53,88,86,75,73,1,0,0,64,7,1009,24,29,31,59,87,58,43,1023,2,83,0,0,14,100,0,88,0,77,0,0,80,0,3,0,48,1,1,112,5,1,1,50,1023,50,74,80,2,79,0,50,75,82,0,84,0,1,95,0,0,36,5,1
1,1,Klayton Adams,69,50,53,67,64,71,84,1,0,0,65,11,11,15,12,31,42,69,83,57,1023,2,80,0,0,0,100,0,69,0,87,0,0,78,0,3,0,0,1,1,71,0,1,1,49,1023,50,77,73,1,74,0,90,72,76,0,79,0,1,95,0,0,36,0,0
1,1,Grant Udinski,71,50,53,70,63,76,73,1,0,0,66,17,17,15,12,31,29,65,77,25,1023,2,76,0,0,0,100,0,66,0,70,0,0,73,0,3,0,0,1,1,93,0,1,1,49,1023,50,78,68,1,68,0,90,72,70,0,73,0,1,95,0,0,36,0,0
1,1,Anthony Campanil,86,50,53,91,93,71,75,1,0,0,67,17,17,18,16,31,43,91,76,74,1023,2,90,0,0,0,100,0,89,0,76,0,0,86,0,3,0,0,1,1,109,0,1,1,50,1023,50,73,78,2,76,0,90,70,86,0,93,0,1,95,0,0,36,0,0
1,1,Tanner Engstrand,76,50,53,73,68,90,81,1,0,0,68,18,18,15,12,31,43,69,88,28,1023,2,86,0,0,0,100,0,69,0,79,0,0,83,0,3,0,0,1,1,125,0,1,1,49,1023,50,86,73,1,71,0,90,72,81,0,85,0,1,95,0,0,36,0,0
1,1,Chris Banjo,88,50,53,85,80,72,70,1,0,0,70,18,18,15,24,31,35,80,72,75,1023,2,82,0,0,0,100,0,78,0,72,0,0,81,0,3,0,0,1,1,130,2,1,1,49,1023,50,75,90,3,85,0,70,72,79,0,80,0,1,5,0,0,36,0,0
1,1,Ben Kotwica,58,50,53,58,58,58,58,1,0,0,71,14,1009,18,17,31,51,58,58,26,1023,2,77,0,0,0,100,0,58,0,58,0,0,71,0,3,0,0,1,1,6,0,1,1,51,1023,50,58,83,3,82,0,90,73,76,0,73,0,1,5,0,0,36,0,0
1,1,Jim Schwartz,90,50,53,92,91,79,76,1,1,0,72,29,5,14,18,31,59,93,61,14,1023,2,89,0,0,29,100,0,93,0,81,1,0,85,1,3,0,51,1,1,9,2,1,1,51,1023,50,78,86,2,85,1,90,72,88,0,91,0,1,95,0,0,36,0,0
1,1,Teryl Austin,78,50,53,79,78,58,58,1,0,0,74,30,29,6,18,31,60,87,58,54,1023,2,83,1,0,0,100,0,80,0,58,0,0,80,0,3,0,0,1,1,119,5,1,1,51,1023,50,58,81,2,80,1,90,71,82,0,86,0,1,95,0,0,36,0,1
1,1,Kelvin Sheppard,84,50,53,86,92,66,69,1,0,0,75,19,19,18,16,31,37,90,69,61,1023,2,88,0,0,0,100,0,85,0,73,0,0,83,0,3,0,0,1,1,146,0,1,1,50,1023,50,71,76,2,76,0,90,70,84,0,90,0,1,95,0,0,36,0,0
1,1,Mike McCarthy,76,50,53,87,84,88,85,0,0,0,76,10,1009,113,10,31,62,82,87,49,1023,34,86,0,2,167,500,0,86,1,87,11,0,89,10,2,0,102,1,1,78,2,1,1,48,1023,63,86,84,0,83,12,60,72,88,1,90,11,1,95,1,0,136,0,0
1,1,Dom Capers,77,50,53,84,86,70,62,1,1,0,78,11,1009,100,19,16,75,84,68,24,1023,1,75,0,0,48,100,0,78,1,61,1,0,80,1,0,0,80,1,1,15,5,1,1,51,1023,50,75,75,2,75,1,90,70,70,0,81,1,1,5,1,0,76,0,0
1,1,Terrell Williams,80,50,53,85,88,60,65,1,0,0,79,22,22,18,16,31,51,88,70,46,1023,2,85,0,0,0,100,0,92,0,72,0,0,80,0,3,0,0,1,1,148,0,1,1,50,1023,50,70,75,2,75,0,90,70,82,0,88,0,1,95,0,0,36,0,0
1,1,Ron Rivera,72,50,56,70,68,56,68,1,1,0,80,16,1009,22,32,31,63,88,80,24,1023,2,82,1,2,102,700,1,76,0,64,5,0,84,5,0,0,103,1,1,82,0,1,1,41,1023,34,71,59,0,65,4,73,72,83,0,85,3,1,95,0,0,36,0,1
1,1,Sean McDermott,78,50,53,93,92,82,85,1,0,0,82,2,3,32,2,31,51,95,81,36,1023,2,90,0,0,73,800,0,91,0,86,6,0,92,4,4,0,41,1,1,84,0,1,1,54,1023,21,83,86,0,86,5,82,72,91,0,93,5,1,95,0,0,36,0,0
1,1,Chip Kelly,74,50,53,72,67,94,92,1,0,0,83,23,23,15,12,31,62,74,96,60,1023,2,90,0,0,0,100,0,70,0,82,0,0,87,0,3,0,0,1,1,150,0,1,1,49,1023,50,96,82,1,77,0,90,72,88,0,95,0,1,95,0,0,36,0,0
1,1,Josh McDaniels,74,50,53,72,70,92,84,0,0,0,85,21,22,14,21,31,49,70,90,14,1023,2,88,0,0,20,100,0,68,0,76,0,0,79,0,3,0,33,1,1,87,2,1,1,49,1023,50,88,75,1,72,1,90,72,82,0,85,0,1,95,0,0,36,0,0
1,1,Dennis Allen,78,50,53,86,83,78,78,1,0,0,88,26,1,14,26,16,53,82,76,14,1023,2,75,0,0,24,100,0,88,0,82,0,0,77,0,3,0,46,1,1,147,2,1,1,51,1023,50,80,80,2,79,0,79,72,76,0,79,0,1,95,0,0,36,0,0
1,1,Greg Olson,55,50,53,43,38,85,71,0,0,0,89,30,1009,22,5,31,62,40,82,25,1023,2,72,0,0,0,100,0,42,0,75,0,0,75,0,0,0,0,1,1,158,0,1,1,49,1023,50,70,75,1,75,0,90,72,76,0,79,0,1,95,0,0,36,0,0
1,1,Klay Kubiak,74,50,53,72,68,85,78,1,0,0,90,15,15,15,12,31,37,68,85,12,1023,2,82,0,0,0,100,0,65,0,75,0,0,79,0,3,0,0,1,1,88,0,1,1,49,1023,50,82,70,1,70,0,90,72,78,0,80,0,1,95,0,0,36,0,0
1,1,Nick Caley,74,50,53,72,70,78,82,1,0,0,91,32,32,15,12,31,42,70,85,31,1023,2,84,0,0,0,100,0,70,0,85,0,0,82,0,3,0,0,1,1,155,0,1,1,49,1023,50,80,72,1,70,0,90,72,80,0,83,0,1,95,0,0,36,0,0
1,1,Kevin Patullo,73,50,53,71,69,91,81,1,0,0,92,13,13,15,12,31,42,69,89,31,1023,2,86,0,0,0,100,0,66,0,76,0,0,84,0,3,0,0,1,1,79,0,1,1,49,1023,50,88,75,1,73,0,90,72,83,0,86,0,1,95,0,0,36,0,0
1,1,Doug Nussmeier,76,50,53,73,71,89,83,1,0,0,93,27,27,15,12,31,42,71,88,31,1023,2,85,0,0,0,100,0,66,0,76,0,0,83,0,3,0,0,1,1,152,0,1,1,49,1023,50,86,71,1,71,0,90,72,82,0,84,0,1,95,0,0,36,0,0
1,1,Phil Galiano,80,50,53,78,77,72,75,1,0,0,94,27,27,15,24,31,35,75,70,75,1023,2,80,0,0,0,100,0,75,0,72,0,0,78,0,3,0,0,1,1,153,2,1,1,49,1023,50,70,90,3,88,0,70,72,77,0,78,0,1,5,0,0,36,0,0
1,1,John Fassel,58,50,53,58,58,58,58,0,0,0,95,10,30,22,10,31,51,58,58,31,1023,2,83,0,0,0,100,0,58,0,58,0,0,78,0,3,0,3,1,1,97,0,1,1,49,1023,50,58,87,3,86,0,90,75,81,0,82,0,1,5,0,0,36,0,0
1,1,John Harbaugh,76,50,53,89,82,92,87,1,0,0,96,24,25,14,24,31,63,92,87,25,1023,2,92,0,0,160,1200,0,85,0,87,10,0,95,9,4,0,99,1,1,98,2,1,1,39,1023,43,88,92,0,91,13,90,72,94,1,98,12,1,5,0,0,36,0,0
1,1,Jerry Rosburg,74,50,53,73,72,45,38,1,0,0,99,24,1009,15,24,31,70,68,42,25,1023,2,58,0,0,0,100,0,38,0,48,0,0,48,0,0,0,0,1,1,101,2,1,1,49,1023,50,42,75,3,76,0,70,72,66,0,71,0,1,5,0,0,36,0,0
1,1,Kyle Shanahan,76,50,53,92,84,97,87,0,0,0,101,14,15,1,14,31,46,84,97,14,1023,2,87,0,0,64,1000,2,90,0,89,4,0,91,2,4,0,51,1,1,103,2,1,1,67,1023,43,94,87,0,86,3,90,72,90,0,96,8,1,95,0,0,36,0,0
1,1,Tom McGaughey,58,48,49,58,58,58,58,1,0,0,103,15,6,14,15,31,52,58,58,14,1023,2,78,7,0,0,100,0,58,0,58,0,0,73,0,3,0,0,1,1,183,4,1,1,47,1023,50,58,82,3,81,0,90,72,77,0,75,0,1,95,0,0,36,0,0
1,1,Pete Carmichael,55,50,53,54,55,74,91,0,0,0,105,26,1009,14,26,31,54,94,80,14,1023,2,96,0,0,0,100,0,55,0,89,0,0,85,0,0,0,0,1,1,107,2,1,1,51,1023,50,83,39,1,40,0,90,71,89,0,86,0,1,95,0,0,36,0,0
1,1,Pete Carroll,91,50,53,93,98,76,79,0,0,0,108,27,23,7,27,18,74,96,79,34,1023,24,96,0,1,161,1500,1,95,0,79,10,0,95,11,3,0,112,1,1,149,5,1,1,47,1023,25,81,83,0,81,13,79,72,96,1,97,11,1,95,0,0,108,0,0
1,1,Darrell Bevell,39,50,53,35,39,88,67,0,1,0,109,18,1009,14,18,31,55,40,76,38,1023,1,74,0,0,0,100,0,36,0,69,0,0,66,0,0,0,0,1,1,111,2,1,1,51,1023,50,78,75,1,75,0,90,72,72,0,75,0,1,95,0,0,96,0,0
1,1,Dan Quinn,81,50,53,93,91,81,86,1,0,0,110,35,26,7,33,31,55,95,81,35,1023,2,91,0,0,43,100,1,91,0,81,2,0,93,2,5,0,42,1,1,160,2,1,1,39,1023,63,83,84,0,85,3,70,72,92,0,94,3,1,95,0,0,36,0,0
1,1,Brian Schneider,58,50,53,58,58,58,58,0,0,0,111,1,1009,14,27,31,54,58,58,25,1023,5,80,0,0,0,100,0,58,0,58,0,0,75,0,3,0,0,1,1,48,4,1,1,50,1023,50,58,80,3,79,0,90,73,78,0,77,0,1,95,0,0,4,0,0
1,1,Mike Tomlin,82,50,48,93,92,87,88,1,0,0,112,28,29,116,28,16,53,94,86,62,1023,5,94,2,2,173,1250,1,94,0,87,10,0,96,10,2,0,100,1,1,114,0,1,1,39,1023,52,87,87,0,86,16,73,72,96,1,97,8,1,5,1,0,180,0,0
1,1,Randy Brown,40,50,53,36,35,35,35,1,0,0,114,24,1009,0,24,31,58,37,35,1,1023,5,76,0,0,0,100,0,33,1,38,0,0,75,0,0,0,0,1,1,15,0,1,1,47,1023,50,30,85,3,79,0,90,74,70,0,80,0,1,95,0,0,4,0,0
1,1,Danny Smith,58,50,53,58,58,58,58,1,0,0,115,28,29,6,28,31,72,58,58,25,1023,2,80,0,0,0,100,0,58,0,58,0,0,75,0,3,0,0,1,1,105,5,1,1,50,1023,50,58,83,3,82,0,90,72,78,0,77,0,1,5,0,0,36,0,0
1,1,Jerry Gray,89,50,53,95,72,35,40,1,1,0,118,2,1009,18,29,31,63,89,37,32,1023,5,86,2,0,0,100,0,70,0,36,0,0,80,0,0,0,0,1,1,15,0,1,1,51,1023,50,41,75,2,75,0,90,72,81,0,86,0,1,95,0,0,4,0,0
1,1,Nate Kaczor,45,50,53,44,43,35,43,1,0,0,119,16,1009,26,29,31,58,94,66,30,1023,5,69,0,0,0,100,0,48,0,40,0,0,94,0,0,0,0,1,1,199,1,1,1,50,1023,50,45,74,3,81,0,90,72,93,0,90,0,1,95,0,0,4,0,0
1,1,Leslie Frazier,94,50,53,90,98,55,51,0,0,0,120,2,1009,115,2,31,66,93,66,32,1023,5,95,2,1,21,100,0,92,0,49,1,0,93,0,0,0,32,1,1,122,0,1,1,49,1023,50,55,40,2,40,0,90,72,96,0,97,0,1,95,0,0,0,0,0
