CFDA,CFFA,CLNA,CRSA,CDTA,COTA,CRDB,CRLB,CRQB,CRRB,CSPC,CCTC,CFUC,CCID,CDID,TGID,CHID,CPID,CHSD,CAGE,CDEF,COFF,CPSF,CLTF,CFSH,CETH,CSKI,CCTI,CCWI,CSAL,CSBL,CRDL,CFHL,CROL,CCPL,CWPL,CCHM,CCPM,CCLN,CFCO,CCLO,CFDP,CFRP,CSXP,CHAR,CFFR,CFRR,CDTR,CLTR,COTR,CRWR,CRKS,COPS,CRPS,CCWS,CRBT,CHGT,CMOT,CSBW,CKNW,CCPW,CFEX,CDTY,CHTY,COTY,CBSZ,CThg,CTgw
1,1,M.Sweatman,36,49,53,38,35,35,40,1,0,0,56,15,1023,6,15,31,60,35,36,28,1023,5,58,0,0,0,16,0,42,0,36,0,0,40,0,0,0,0,1,1,29,5,1,1,51,1023,52,41,81,3,80,0,90,72,55,0,41,0,1,95,0,0,4,0,1
1,1,B.Bratkowski,35,50,51,37,40,88,85,0,1,0,57,1,2,6,1,31,51,39,90,31,1023,5,74,0,0,0,71,0,45,0,65,0,0,63,0,1,0,0,1,1,30,5,1,1,49,1023,47,85,42,1,41,0,90,72,67,0,78,0,1,95,0,0,4,0,1
1,1,M.Duffner,74,50,54,72,83,40,37,1,0,0,58,1,1023,14,1,31,53,72,45,14,1023,5,72,0,0,0,75,0,70,0,45,0,0,59,0,0,0,0,1,1,31,2,1,1,45,1023,52,35,35,2,39,0,90,72,61,0,69,0,1,95,0,0,4,0,0
1,1,A.Roberts,38,50,53,35,42,36,39,0,0,0,59,1,1023,18,1,31,40,36,66,32,1023,5,62,2,0,0,75,0,40,0,65,0,0,39,0,0,0,0,1,1,32,0,1,1,49,1023,51,71,74,0,75,0,90,72,61,0,45,0,1,95,0,0,4,0,0
1,1,K.Gilbride,41,50,53,40,35,85,60,0,0,0,60,15,16,6,15,31,55,43,86,31,1023,2,68,0,0,0,75,0,36,0,52,0,0,61,0,3,0,0,1,1,33,5,1,1,52,1023,46,75,38,1,35,0,90,72,68,0,82,0,1,95,0,0,36,0,0
1,1,J.Gray,90,50,52,96,75,35,40,1,0,0,61,2,1023,18,2,31,44,91,36,32,1023,5,86,2,0,0,75,0,71,0,36,0,0,80,0,0,0,0,1,1,34,0,1,1,51,1023,49,41,45,2,42,0,90,72,81,0,86,0,1,95,0,0,4,0,0
1,1,D.Smith,35,50,52,37,40,38,43,1,0,0,62,25,26,6,25,31,54,38,42,25,1023,2,62,0,0,0,18,0,35,0,42,0,0,43,0,2,0,0,1,1,35,5,1,1,47,1023,49,36,70,3,68,0,90,72,63,0,36,0,1,95,0,0,36,0,0
1,1,G.Kubiak,40,46,52,39,36,79,75,0,0,0,63,33,32,19,31,31,46,43,88,36,1023,10,66,0,0,6,200,0,41,0,70,0,0,68,0,5,0,10,1,1,36,2,1,1,49,1023,47,72,45,0,42,0,90,72,67,0,86,0,1,5,0,0,88,0,0
1,1,F.Bush,72,51,50,70,83,45,43,1,0,0,65,3,1023,18,3,31,43,82,45,29,1023,2,72,2,0,0,75,0,36,0,36,0,0,77,0,0,0,0,1,1,38,0,1,1,48,1023,53,41,41,2,42,0,90,72,76,0,73,0,1,95,0,0,36,0,0
1,1,B.Arians,42,50,48,43,38,79,63,0,0,0,66,28,29,6,28,31,54,38,74,31,1023,2,73,0,0,0,70,0,42,0,62,0,0,61,0,3,0,0,1,1,39,5,1,1,42,1023,54,61,35,1,40,0,90,72,65,0,65,0,1,95,0,0,36,0,0
1,1,J.Rosburg,74,50,49,73,72,45,38,1,0,0,68,13,14,15,13,31,51,68,37,25,1023,2,58,0,0,0,20,0,38,0,48,0,0,38,0,3,0,0,1,1,41,2,1,1,47,1023,50,42,74,3,76,0,90,72,66,0,65,0,1,95,0,0,36,0,0
1,1,B.Muir,38,50,49,41,45,61,68,0,1,0,69,5,6,14,5,31,66,45,72,14,1023,5,70,0,0,0,66,0,43,0,88,0,0,59,0,1,0,0,1,1,42,2,1,1,51,1023,51,62,45,1,44,0,90,72,63,0,60,0,1,95,0,0,4,0,1
1,1,M.Kiffin,93,50,52,94,95,45,41,1,1,0,70,5,6,6,5,31,67,99,48,28,1023,5,90,0,0,0,170,0,95,0,43,0,0,80,0,1,0,0,1,1,43,5,1,1,51,1023,51,38,45,2,40,0,90,72,80,0,93,0,1,95,0,0,4,0,0
1,1,R.Bisaccia,36,50,49,43,38,36,45,1,1,0,71,5,6,14,5,31,47,42,40,31,1023,5,58,0,0,0,20,0,45,0,37,0,0,35,0,1,0,0,1,1,44,2,1,1,51,1023,51,36,78,3,75,0,90,72,64,0,38,0,1,95,0,0,4,0,0
1,1,L.Marmie,81,50,53,82,74,45,41,1,0,0,73,23,1023,6,23,31,64,78,35,30,1023,5,73,0,0,0,75,0,75,0,39,0,0,80,0,0,0,0,1,1,45,5,1,1,54,1023,51,35,41,2,40,0,90,72,60,0,76,0,1,95,0,0,4,0,1
1,1,C.Cameron,41,51,51,40,36,94,95,0,0,0,75,11,12,107,11,31,46,41,90,37,1023,5,85,0,0,0,300,0,38,0,85,0,0,86,0,4,0,0,1,1,47,0,1,1,49,1023,46,80,38,0,35,0,50,72,85,0,88,0,1,5,1,0,92,0,1
1,1,D.Lindsey,71,50,47,73,83,36,40,1,0,0,76,7,1023,14,7,31,63,74,36,31,1023,2,71,0,0,0,75,0,76,0,38,0,0,58,0,0,0,0,1,1,48,4,1,1,46,1023,48,41,38,2,35,0,90,72,61,0,75,0,1,95,0,0,36,0,0
1,1,S.Crosby,42,52,49,38,41,41,41,1,1,0,77,7,8,14,7,31,57,38,41,14,1023,2,55,0,0,0,20,0,39,0,40,0,0,36,0,1,0,0,1,1,49,2,1,1,51,1023,48,36,90,3,89,0,90,72,60,0,70,0,1,5,0,0,36,0,0
1,1,A.Saunders,42,50,55,35,41,90,85,0,0,0,78,25,26,14,25,31,60,42,94,27,1023,2,77,0,0,0,75,0,45,0,80,0,0,80,0,1,0,0,1,1,50,2,1,1,55,1023,51,89,39,1,40,0,90,72,81,0,90,0,1,95,0,0,36,0,0
1,1,F.Gansz Jr.,38,49,51,35,42,45,42,1,1,0,80,24,25,14,24,31,45,35,42,14,1023,2,62,0,0,0,40,0,43,0,39,0,0,41,0,3,0,0,1,1,52,2,1,1,53,1023,52,38,91,3,92,0,90,72,54,0,36,0,1,95,0,0,36,0,0
1,1,T.Moore,65,51,51,38,42,98,95,0,1,0,81,9,10,6,9,31,68,36,98,28,1023,2,80,0,0,0,100,0,44,0,72,0,0,92,0,4,0,0,1,1,53,5,1,1,52,1023,56,97,38,1,35,0,90,72,85,0,99,0,1,95,0,0,36,0,0
1,1,R.Meeks,77,49,51,70,75,42,38,1,1,0,82,9,10,18,9,31,53,77,45,26,1023,2,73,2,0,0,75,0,80,0,44,0,0,72,0,2,0,0,1,1,54,0,1,1,52,1023,50,65,42,2,40,0,90,72,75,0,76,0,1,95,0,0,36,0,0
1,1,R.Purnell,35,50,49,37,40,36,36,1,1,0,83,9,10,6,9,31,59,37,40,31,1023,2,68,0,0,0,20,0,43,0,43,0,0,42,0,2,0,0,1,1,55,5,1,1,51,1023,52,45,90,3,87,0,90,72,55,0,38,0,1,95,0,0,36,0,0
1,1,J.Washburn,66,50,53,65,88,40,38,1,0,0,84,10,1023,6,10,31,56,76,36,30,1023,2,65,0,0,0,75,0,93,0,61,0,0,71,0,0,0,0,1,1,56,5,1,1,45,1023,56,39,38,2,35,0,90,72,70,0,75,0,1,95,0,0,36,0,0
1,1,M.Zimmer,72,51,51,73,75,42,35,1,0,0,85,13,14,14,13,31,51,77,41,25,1023,2,74,0,0,0,35,0,76,0,40,0,0,60,0,3,0,0,1,1,57,2,1,1,52,1023,47,38,39,2,38,0,90,72,67,0,73,0,1,95,0,0,36,0,0
1,1,N.Turner,35,49,52,37,40,93,75,0,4,0,87,7,8,10,7,31,55,40,89,21,1023,1,66,0,1,58,150,0,45,0,82,1,0,60,1,4,0,82,1,1,58,2,1,1,51,1023,53,86,37,0,41,4,90,72,67,0,88,1,1,5,0,0,96,0,0
1,1,J.Bates,85,50,49,91,85,40,37,1,0,0,88,19,1023,6,19,31,60,92,42,14,1023,5,90,0,0,0,75,0,84,0,45,0,0,79,0,0,0,0,1,1,59,5,1,1,51,1023,48,35,35,2,38,0,90,72,73,0,91,0,1,95,0,0,4,0,0
1,1,K.Armstrong,42,50,51,38,37,42,40,1,1,0,89,11,12,18,11,31,43,38,45,29,1023,2,63,2,0,0,16,0,35,0,38,0,0,37,0,2,0,0,1,1,60,0,1,1,51,1023,47,42,82,3,86,0,90,72,58,0,41,0,1,95,0,0,36,0,0
1,1,B.Childress,41,47,53,40,35,85,63,0,1,0,90,30,31,112,30,31,51,45,82,39,1023,25,83,0,0,6,220,0,36,1,67,0,0,76,0,5,0,10,1,1,61,2,1,1,48,1023,49,69,43,0,45,0,50,72,77,0,87,0,1,95,1,0,100,0,0
1,1,J.Johnson,98,46,51,94,84,35,40,1,2,0,91,12,13,6,12,31,66,91,40,14,1023,2,90,0,0,0,90,0,90,0,36,0,0,85,0,3,0,0,1,1,62,5,1,1,48,1023,52,41,37,2,39,0,90,72,90,0,93,0,1,95,0,0,36,0,0
1,1,J.Harbaugh,40,51,51,48,45,38,45,1,0,0,92,12,1023,14,12,31,44,45,36,25,1023,2,85,0,0,0,80,0,37,0,35,0,0,40,0,0,0,0,1,1,63,2,1,1,52,1023,52,40,93,3,95,0,90,72,70,0,70,0,1,95,0,0,36,0,0
1,1,W.Phillips,85,52,51,83,86,36,39,1,0,0,93,10,11,21,10,31,60,90,38,40,1023,2,77,0,0,48,300,0,82,0,41,3,0,55,3,4,0,39,1,1,64,1,1,1,51,1023,48,40,38,0,42,4,90,72,66,0,91,0,1,5,0,0,36,0,0
1,1,J.DeCamillis,38,52,51,41,43,35,41,1,0,0,95,16,17,14,16,31,42,41,37,25,1023,2,59,0,0,0,40,0,36,0,37,0,0,45,0,3,0,0,1,1,66,2,1,1,49,1023,52,38,93,3,94,0,90,72,51,0,36,0,1,5,0,0,36,0,0
1,1,G.Knapp,42,51,53,43,38,85,71,0,0,0,96,22,23,22,22,31,43,40,82,25,1023,2,72,0,0,0,80,0,42,0,75,0,0,75,0,2,0,0,1,1,67,0,1,1,49,1023,52,70,40,1,41,0,90,72,76,0,79,0,1,95,0,0,36,0,0
1,1,J.Mora Jr.,70,52,50,65,82,38,43,1,0,0,97,13,1023,23,13,18,45,84,37,41,1023,24,83,0,0,19,250,0,78,0,42,1,0,77,1,0,0,13,1,1,68,2,1,1,47,1023,48,42,35,0,41,1,90,72,75,0,73,1,1,95,0,0,108,0,0
1,1,B.DeHaven,42,50,52,42,38,35,40,1,0,0,98,27,28,14,27,31,59,38,42,14,1023,2,61,0,0,0,40,0,41,0,36,0,0,43,0,3,0,0,1,1,69,4,1,1,51,1023,49,37,72,3,73,0,90,72,62,0,38,0,1,95,0,0,36,0,0
1,1,S.Payton,38,51,48,45,41,75,70,0,0,0,99,26,27,114,26,31,43,39,80,42,1023,20,75,0,0,10,250,0,39,1,65,1,0,85,1,4,0,6,1,1,70,2,1,1,49,1023,47,75,38,0,35,1,90,72,75,0,70,1,1,95,1,0,112,0,0
1,1,B.Read,48,50,54,38,35,36,39,1,0,0,101,10,11,14,10,31,41,45,36,31,1023,2,62,0,0,0,65,0,42,0,41,0,0,43,0,1,0,0,1,1,72,2,1,1,50,1023,48,40,68,3,69,0,90,72,41,0,45,0,1,95,0,0,36,0,0
1,1,J.Bonamego,50,52,52,35,37,38,43,1,1,0,104,26,27,6,26,31,44,41,37,27,1023,2,64,0,0,0,25,0,40,0,42,0,0,38,0,3,0,0,1,1,73,5,1,1,51,1023,51,45,70,3,68,0,90,72,53,0,41,0,1,95,0,0,36,0,0
1,1,T.Cottrell,78,50,65,77,85,38,41,1,2,0,105,7,8,18,7,31,60,80,37,32,1023,2,71,2,0,0,200,0,80,0,45,0,0,80,0,2,0,0,1,1,74,0,1,1,48,1023,56,42,40,2,41,0,90,72,68,0,83,0,1,95,0,0,36,0,1
1,1,P.Hackett,42,51,54,41,38,86,72,0,0,0,106,17,1023,6,17,31,59,43,86,28,1023,2,72,0,0,0,75,0,45,0,64,0,0,57,0,0,0,0,1,1,75,5,1,1,52,1023,47,61,11,1,11,0,90,72,61,0,88,0,1,95,0,0,36,0,0
1,1,M.Westhoff,38,53,49,35,38,45,43,1,1,0,107,17,18,14,17,31,59,42,40,28,1023,2,61,0,0,0,25,0,41,0,36,0,0,35,0,3,0,0,1,1,76,2,1,1,51,1023,52,37,79,3,77,0,90,72,62,0,42,0,1,95,0,0,36,0,0
1,1,M.Carthon,38,50,52,42,41,55,82,0,0,0,108,4,1023,18,4,31,45,38,78,32,1023,2,85,2,0,0,72,0,38,0,62,0,0,76,0,0,0,0,1,1,77,0,1,1,51,1023,47,70,45,1,44,0,90,72,80,0,77,0,1,95,0,0,36,0,0
1,1,K.Schottenheimer,76,50,52,79,70,41,42,1,0,0,109,18,1023,14,18,31,57,81,40,14,1023,2,72,0,0,0,75,0,68,0,38,0,0,62,0,0,0,0,1,1,78,2,1,1,51,1023,51,38,38,2,35,0,90,72,65,0,74,0,1,95,0,0,36,0,0
1,1,C.Priefer,35,49,51,37,35,41,38,1,1,0,110,18,1023,6,18,31,66,40,45,30,1023,2,60,0,0,0,16,0,42,0,43,0,0,42,0,0,0,0,1,1,79,5,1,1,51,1023,52,40,90,3,76,0,90,72,68,0,38,0,1,95,0,0,36,0,0
1,1,E.Donatell,71,50,52,72,78,42,35,1,0,0,112,13,1023,14,13,31,49,76,45,27,1023,2,69,0,0,0,32,0,72,0,40,0,0,69,0,0,0,0,1,1,81,2,1,1,64,1023,53,39,45,2,42,0,90,72,72,0,58,0,1,95,0,0,36,0,0
1,1,M.Singletary,70,50,52,74,92,42,35,1,0,0,113,0,1023,22,0,31,48,90,37,32,1023,2,95,2,0,0,90,0,70,0,43,0,0,76,0,0,0,0,1,1,82,0,1,1,49,1023,52,45,35,2,37,0,90,70,85,0,85,0,1,95,0,0,36,0,0
1,1,D.Henning,35,50,41,37,40,84,85,0,1,0,114,20,1023,6,20,31,64,37,90,28,1023,2,72,0,1,38,73,0,45,0,65,0,0,71,0,0,0,73,1,1,83,5,1,1,52,1023,49,83,38,1,35,0,90,72,62,0,68,0,1,95,0,0,36,0,0
1,1,J.Del Rio,72,46,49,68,89,40,37,1,1,0,115,16,17,24,16,17,44,90,41,44,1023,11,72,0,0,34,333,0,74,0,45,1,0,83,1,2,0,30,1,1,84,2,1,1,48,1023,48,35,35,0,40,2,90,72,88,0,60,0,1,95,0,0,116,0,0
1,1,S.O'Brien,36,50,43,41,36,40,37,0,1,0,116,3,4,14,3,31,46,37,42,31,1023,2,61,0,0,0,65,0,38,0,38,0,0,37,0,1,0,0,1,1,85,2,1,1,53,1023,52,41,68,3,69,0,90,72,60,0,41,0,1,95,0,0,36,0,0
1,1,R.Crennel,95,51,48,93,92,35,40,1,2,0,118,4,5,25,4,31,59,97,60,45,1023,13,85,2,0,10,240,0,90,0,36,0,0,75,0,2,0,22,1,1,86,0,1,1,47,1023,52,41,45,0,44,0,82,72,85,0,95,0,1,5,0,0,120,0,0
1,1,B.Seely,38,53,51,42,36,45,40,1,1,0,119,21,22,14,21,31,51,45,39,14,1023,2,55,0,0,0,15,0,35,0,35,0,0,40,0,2,0,0,1,1,87,2,1,1,49,1023,52,42,81,3,78,0,90,72,58,0,42,0,1,95,0,0,36,0,1
1,1,C.Bresnahan,76,50,51,75,72,36,39,1,1,0,121,1,2,26,1,31,47,73,40,30,1023,2,74,0,0,0,65,0,71,0,41,0,0,70,0,2,0,0,1,1,88,1,1,1,52,1023,52,45,45,2,38,0,90,72,73,0,60,0,1,95,0,0,36,0,0
1,1,B.Casullo,42,54,53,36,41,36,35,1,0,0,122,27,1023,22,27,31,55,36,43,14,1023,2,65,1,0,0,15,0,37,0,37,0,0,45,0,0,0,0,1,1,89,0,1,1,51,1023,52,40,83,3,82,0,90,72,58,0,40,0,1,95,0,0,36,0,1
1,1,L.Smith,76,52,48,85,92,38,43,1,0,0,124,0,1,27,0,8,50,95,39,46,1023,8,90,2,0,29,420,1,87,0,42,2,0,88,2,5,0,19,1,1,90,0,1,1,51,1023,52,36,38,0,35,2,79,72,85,0,80,2,1,95,0,0,124,0,0
1,1,B.April,45,51,51,38,42,41,36,1,1,0,125,2,3,14,2,31,44,41,43,14,1023,2,71,0,0,0,25,0,41,0,43,0,0,51,0,1,0,0,1,1,91,2,1,1,52,1023,52,39,91,3,92,0,90,72,66,0,78,0,1,95,0,0,36,0,0
1,1,M.Nolan,93,48,51,92,90,45,43,1,0,0,127,14,15,28,14,31,47,91,36,47,1023,29,75,0,0,11,180,0,83,0,36,0,0,69,0,4,0,21,1,1,93,2,1,1,49,1023,52,41,39,0,40,0,85,72,76,0,81,0,1,5,0,0,128,0,0
1,1,G.Zauner,36,50,52,43,38,42,38,1,0,0,128,6,1023,6,6,31,56,42,38,27,1023,2,75,0,0,0,75,0,42,0,38,0,0,36,0,0,0,0,1,1,94,5,1,1,45,1023,58,36,75,3,78,0,90,72,71,0,68,0,1,95,0,0,36,0,0
1,1,H.Jackson,42,50,53,38,75,62,63,0,0,0,129,13,14,15,13,31,41,45,83,29,1023,2,71,2,0,0,75,0,37,0,67,0,0,63,0,3,0,0,1,1,95,0,1,1,51,1023,52,88,11,1,11,0,90,72,67,0,68,0,1,95,0,0,36,0,0
1,1,M.Lewis,81,51,50,88,97,41,38,1,3,0,130,1,2,108,1,31,48,92,38,48,1023,23,90,2,0,35,350,0,83,1,37,1,0,90,1,2,0,30,1,1,96,0,1,1,49,1023,52,42,38,0,35,1,90,72,91,0,65,0,1,95,1,0,132,0,0
1,1,M.Stock,41,47,51,43,45,36,45,1,0,0,131,19,20,6,19,31,68,38,35,30,1023,2,51,0,0,0,20,0,36,0,45,0,0,37,0,3,0,0,1,1,97,5,1,1,49,1023,52,38,68,3,69,0,90,72,62,0,36,0,1,95,0,0,36,0,1
1,1,M.McCarthy,38,49,49,35,42,65,68,0,0,0,132,19,20,113,19,31,43,42,68,49,1023,34,62,0,0,8,200,0,40,1,66,0,0,59,0,3,0,8,1,1,98,2,1,1,47,1023,48,63,45,0,44,0,85,72,61,0,58,0,1,95,1,0,136,0,0
1,1,R.Venturi,75,50,51,77,75,42,35,1,0,0,133,26,1023,14,26,31,60,79,45,31,1023,2,77,0,0,2,75,0,75,0,40,0,0,62,0,0,0,17,1,1,99,2,1,1,52,1023,48,38,38,2,35,0,90,72,65,0,65,0,1,95,0,0,36,0,0
1,1,A.Everest,42,50,52,38,45,35,40,1,0,0,134,14,15,14,14,31,53,35,37,14,1023,2,62,0,0,0,75,0,36,0,41,0,0,42,0,3,0,0,1,1,100,2,1,1,53,1023,48,45,72,3,70,0,90,72,68,0,37,0,1,95,0,0,36,0,0
1,1,G.Haskell,35,50,55,37,40,86,90,0,1,0,135,27,28,6,27,31,64,39,91,28,1023,2,73,0,0,0,80,0,45,0,82,0,0,76,0,2,0,0,1,1,101,5,1,1,52,1023,48,83,78,1,77,0,90,72,68,0,85,0,1,95,0,0,36,0,0
