name,pos,age,height,weight,jersey,source_save,years_pro_read,Speed,Agility,PassArmStrength,Stamina,KickPower,Durability,Strength,Jumping,Coverage,RunRoute,Tackle
Gabe Rivera,DE,,74,293,40,1983-1984SAVEGAME.DAT,1,56,68,13,67,17,72,67,20,10,22,77
Blake Wingle,G,,74,270,232,1983-1984SAVEGAME.DAT,1,43,50,11,80,11,74,65,30,9,12,33
Mark Kirchner,G,,75,265,80,1983-1984SAVEGAME.DAT,1,60,62,11,62,10,88,73,61,18,12,23
Henry Odom,RB,,70,200,96,1983-1984SAVEGAME.DAT,1,85,80,23,32,7,89,61,64,20,50,10
Greg Best,SS,,70,185,200,1983-1984SAVEGAME.DAT,1,83,82,12,70,21,78,47,71,82,9,66
Wayne Capers,WR,,74,193,128,1983-1984SAVEGAME.DAT,1,85,81,18,33,10,80,37,72,10,70,10
Gregg Garrity,WR,,70,170,176,1983-1984SAVEGAME.DAT,1,83,81,47,43,11,78,35,74,39,81,48
Paul Skansi,WR,,72,188,144,1983-1984SAVEGAME.DAT,1,87,88,15,31,14,80,33,79,11,79,9
Tim Harris,RB,,69,206,88,1983-1984SAVEGAME.DAT,1,83,84,11,24,23,88,55,68,24,74,21
Vince Newsome,CB,,73,179,176,1983-1984SAVEGAME.DAT,1,87,85,12,55,17,78,51,81,55,6,68
Eric Dickerson,RB,,75,215,232,1983-1984SAVEGAME.DAT,1,93,83,17,82,13,90,57,70,14,60,6
Carl Ekern,ILB,,75,222,184,1983-1984SAVEGAME.DAT,1,71,64,10,82,16,89,61,59,69,12,87
James McDonald,TE,,74,235,152,1983-1984SAVEGAME.DAT,1,74,73,11,71,14,87,67,75,11,68,10
Gary Kowalski,G,,78,280,32,1983-1984SAVEGAME.DAT,1,54,63,11,63,21,75,65,27,9,12,21
Chuck Nelson,K,,71,175,104,1983-1984SAVEGAME.DAT,1,36,42,11,46,85,81,31,40,23,23,27
Mark Jerue,OLB,,75,229,217,1983-1984SAVEGAME.DAT,1,74,76,10,99,27,77,55,63,45,30,61
Jeff Simmons,WR,,72,197,185,1983-1984SAVEGAME.DAT,1,82,84,20,47,17,69,35,80,6,70,12
Otis Grant,WR,,75,197,136,1983-1984SAVEGAME.DAT,1,86,83,20,84,12,95,49,82,9,58,11
Joe Shearin,C,,76,250,0,1983-1984SAVEGAME.DAT,1,52,67,11,85,23,95,69,36,25,12,37
Darrell Pattillo,CB,,70,194,120,1983-1984SAVEGAME.DAT,1,81,75,12,66,18,68,47,74,51,8,64
Bill Elko,DE,,77,277,208,1983-1984SAVEGAME.DAT,1,60,55,10,74,25,80,73,71,21,24,61
Danny Verser,CB,,73,186,184,1983-1984SAVEGAME.DAT,1,87,73,12,85,23,92,38,76,74,6,65
Earnest Jackson,RB,,69,213,72,1983-1984SAVEGAME.DAT,1,79,68,26,72,16,93,63,65,10,56,14
Mike Green,ILB,,72,226,208,1983-1984SAVEGAME.DAT,1,74,72,10,92,12,75,68,58,53,21,85
Billy Ray Smith,OLB,,75,235,176,1983-1984SAVEGAME.DAT,1,73,75,10,77,6,83,71,64,63,23,83
Bruce Mathison,QB,,77,205,96,1983-1984SAVEGAME.DAT,1,55,55,64,26,7,77,9,58,29,23,26
Roger Craig,FB,,72,224,8,1983-1984SAVEGAME.DAT,1,77,76,13,80,17,87,61,63,17,70,38
Carl Monroe,RB,,68,166,0,1983-1984SAVEGAME.DAT,1,80,60,27,67,9,84,49,59,20,75,30
Ray Wersching,K,,71,210,112,1983-1984SAVEGAME.DAT,1,40,48,11,48,92,86,41,42,26,29,30
Tom Holmoe,SS,,74,190,176,1983-1984SAVEGAME.DAT,1,84,88,12,70,17,88,39,74,63,8,45
Bubba Paris,T,,78,300,104,1983-1984SAVEGAME.DAT,1,55,61,11,86,16,97,80,58,11,12,26
Riki Ellison,ILB,,74,225,144,1983-1984SAVEGAME.DAT,1,73,70,10,78,14,86,64,66,44,30,76
Jesse Sapolu,G,,76,264,232,1983-1984SAVEGAME.DAT,1,45,48,11,70,21,61,55,47,9,12,21
Paul Moyer,FS,,73,201,168,1983-1984SAVEGAME.DAT,1,82,78,11,74,19,81,41,78,70,8,73
Matt Hernandez,T,,78,260,72,1983-1984SAVEGAME.DAT,1,57,61,11,76,25,70,75,60,14,12,27
Sam Merriman,OLB,,75,229,176,1983-1984SAVEGAME.DAT,1,74,74,10,74,9,88,77,53,57,18,76
Mark Hicks,ILB,,74,225,160,1983-1984SAVEGAME.DAT,1,66,72,10,90,13,68,53,56,47,23,72
Jerome Boyd,ILB,,74,225,144,1983-1984SAVEGAME.DAT,1,71,75,10,78,11,64,67,54,59,30,71
Jacob Turner,OLB,,73,218,160,1983-1984SAVEGAME.DAT,1,81,80,9,52,18,47,65,44,38,21,67
Hasson Arbubakkr,DE,,76,250,41,1983-1984SAVEGAME.DAT,1,64,70,11,74,23,67,60,49,13,15,61
Glenn Bujnoch,G,,78,265,104,1983-1984SAVEGAME.DAT,1,47,62,11,69,21,93,65,40,7,12,39
Kelly Thomas,T,,78,270,80,1983-1984SAVEGAME.DAT,1,56,60,11,78,20,92,75,59,11,12,26
Jim Obradovich,TE,,77,262,176,1983-1984SAVEGAME.DAT,1,66,70,10,44,9,71,60,58,25,58,25
Jeremiah Castille,CB,,70,175,184,1983-1984SAVEGAME.DAT,1,89,85,20,83,19,93,37,74,83,20,67
Randy Grimes,C,,76,270,232,1983-1984SAVEGAME.DAT,1,48,71,11,84,16,95,73,50,12,12,20
Darryl Meadows,CB,,73,199,248,1983-1984SAVEGAME.DAT,1,84,79,9,71,19,87,32,67,63,25,43
Keith Bostic,SS,,73,223,200,1983-1984SAVEGAME.DAT,1,91,81,11,69,21,76,35,77,89,8,76
Steve Brown,CB,,71,188,192,1983-1984SAVEGAME.DAT,1,87,87,9,51,17,88,54,74,81,14,63
Brian Sochia,DE,,75,270,64,1983-1984SAVEGAME.DAT,1,64,78,10,48,20,87,71,49,5,17,73
Jerome Foster,DT,,74,270,113,1983-1984SAVEGAME.DAT,1,55,68,10,50,19,56,55,48,44,17,75
Bob Hamm,DT,,76,263,208,1983-1984SAVEGAME.DAT,1,65,65,11,70,25,80,68,52,28,17,78
Mike Stensrud,DE,,77,280,24,1983-1984SAVEGAME.DAT,1,42,59,11,58,13,78,68,35,10,23,66
Larry Moriarty,FB,,73,240,241,1983-1984SAVEGAME.DAT,1,77,70,27,73,13,94,59,70,14,50,10
Tim Joiner,ILB,,76,235,200,1983-1984SAVEGAME.DAT,1,68,61,10,48,9,79,72,43,60,35,70
Oliver Luck,QB,,74,196,80,1983-1984SAVEGAME.DAT,1,65,67,83,56,14,78,31,55,16,28,39
Greg Hill,CB,,73,199,184,1983-1984SAVEGAME.DAT,1,86,79,9,71,19,65,32,67,63,25,43
Harvey Salem,T,,78,283,72,1983-1984SAVEGAME.DAT,1,58,58,11,71,11,85,62,31,9,12,39
Mike McCloskey,TE,,77,246,200,1983-1984SAVEGAME.DAT,1,77,66,14,39,8,87,63,71,11,58,10
Chris Dressel,TE,,76,239,192,1983-1984SAVEGAME.DAT,1,82,71,13,62,5,81,55,71,6,70,10
Herkie Walls,WR,,68,160,176,1983-1984SAVEGAME.DAT,1,89,87,20,48,16,90,30,76,36,76,38
Bruce Matthews,G,,77,305,80,1983-1984SAVEGAME.DAT,1,63,73,11,75,14,83,62,40,10,12,33
Darrell Green,CB,,68,185,224,1983-1984SAVEGAME.DAT,1,99,89,9,90,15,90,41,77,83,12,66
Charles Mann,DT,,78,270,56,1983-1984SAVEGAME.DAT,1,73,68,10,87,14,85,72,59,29,8,84
Larry Kubin,OLB,,74,221,144,1983-1984SAVEGAME.DAT,1,74,70,10,76,13,64,69,62,62,23,59
Bob Holly,QB,,74,205,64,1983-1984SAVEGAME.DAT,1,64,60,80,67,23,92,48,62,14,29,29
Ken Coffey,FS,,72,198,128,1983-1984SAVEGAME.DAT,1,84,77,11,90,15,92,65,79,81,10,65
Dave Puzzuoli,DE,,75,260,64,1983-1984SAVEGAME.DAT,1,56,65,13,67,17,72,67,34,10,22,71
Al Gross,FS,,75,195,216,1983-1984SAVEGAME.DAT,1,84,84,12,79,17,81,45,75,79,8,45
Boyce Green,RB,,71,215,240,1983-1984SAVEGAME.DAT,1,83,80,27,55,16,87,52,74,13,65,10
Dale Carver,OLB,,74,225,216,1983-1984SAVEGAME.DAT,1,72,67,10,73,11,73,63,48,45,23,82
Paul Farren,T,,77,280,80,1983-1984SAVEGAME.DAT,1,52,54,11,72,20,90,76,45,16,12,37
Bill Contz,T,,77,265,88,1983-1984SAVEGAME.DAT,1,59,60,11,73,12,81,68,38,6,12,23
Tim Straka,TE,,75,225,184,1983-1984SAVEGAME.DAT,1,66,73,10,46,9,71,50,64,25,58,25
Harry Holt,TE,,76,240,136,1983-1984SAVEGAME.DAT,1,79,83,10,64,7,77,45,82,13,69,10
Rocky Belk,WR,,72,187,192,1983-1984SAVEGAME.DAT,1,86,83,20,38,4,77,37,75,4,67,11
Vernon Maxwell,OLB,,74,233,192,1983-1984SAVEGAME.DAT,1,81,82,10,85,11,92,73,70,68,23,87
Fred Bohannon,SS,,72,201,216,1983-1984SAVEGAME.DAT,1,93,83,12,54,15,67,68,67,56,10,64
Jimbo Covert,T,,76,275,80,1983-1984SAVEGAME.DAT,1,58,64,11,84,33,90,71,21,12,12,46
Jim Ackerman,P,,71,179,16,1983-1984SAVEGAME.DAT,1,35,40,32,14,65,39,44,40,7,12,13
