year,name,pos,age,rating,potential,draft_pick,round,college,career_av,pro_bowls,ever_played,source,ordering,raise_basis
1980,Marc Wilson,QB,23,75,82,15,1,BYU,36,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jim Ritcher,OG,22,75,87,16,1,North Carolina St.,70,2,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Johnnie Johnson,S,23,75,84,17,1,Texas,51,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Art Monk,WR,22,75,90,18,1,Syracuse,90,3,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Otis Wilson,OLB,22,75,85,19,1,Louisville,58,1,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jim Stuckey,DE,22,75,81,20,1,Clemson,25,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Don McNeal,S,22,74,81,21,1,Alabama,30,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ray Snell,OG,22,74,80,22,1,Wisconsin,19,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Roynell Young,S,22,74,84,23,1,Alcorn St.,54,1,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Derrick Hatchett,S,22,74,79,24,1,Texas,16,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Vagas Ferguson,RB,23,74,79,25,1,Notre Dame,11,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,George Cumby,OLB,24,74,81,26,1,Oklahoma,33,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Charles White,RB,22,74,82,27,1,USC,30,1,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mark Malone,QB,21,74,80,28,1,Arizona St.,27,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Joe Cribbs,RB,22,74,86,29,2,Auburn,54,3,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Willie Teal,S,22,74,81,30,2,LSU,31,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kirby Criswell,OLB,23,74,78,31,2,Kansas,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ray Donaldson,C,22,73,89,32,2,Georgia,77,6,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Doug Marsh,TE,22,73,79,33,2,Michigan,17,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mark Lee,S,22,73,82,34,2,Washington,56,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bob Kohrs,DE,21,73,78,35,2,Arizona St.,8,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Buddy Curry,OLB,22,73,81,36,2,North Carolina,44,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Gene Bradley,QB,22,73,77,37,2,Arkansas St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Angelo Fields,OT,22,73,77,38,2,Michigan St.,3,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Keena Turner,OLB,21,73,83,39,2,Purdue,57,1,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Darrol Ray,S,22,73,80,40,2,Oklahoma,30,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Dave Waymer,S,22,72,83,41,2,Notre Dame,68,1,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Rulon Jones,DE,22,72,83,42,2,Utah St.,63,2,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Matt Millen,OLB,22,72,83,43,2,Penn St.,67,1,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Andre Hines,OT,22,72,76,44,2,Stanford,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Larry McGrew,OLB,23,72,80,45,2,USC,45,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Matt Suhey,RB,22,72,79,46,2,Penn St.,34,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ralph Clayton,WR,21,72,76,47,2,Michigan,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Dwight Stephenson,C,22,71,87,48,2,Alabama,80,5,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kevin House,WR,22,71,79,49,2,Southern Illinois,42,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Irv Pankey,OT,22,71,79,50,2,Penn St.,49,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tim Foley,OT,22,71,75,51,2,Notre Dame,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Daryle Skaugstad,DT,23,71,75,52,2,California,4,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Perry Harrington,RB,22,71,76,53,2,Jackson St.,9,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Cleveland Crosby,DE,24,71,75,54,2,Arizona,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mat Mendenhall,DE,23,71,76,55,2,BYU,15,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,John Goodman,DE,21,71,77,56,2,Oklahoma,26,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tom Turnure,C,23,70,75,57,3,Washington,6,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jewerl Thomas,RB,22,70,75,58,3,San Jose St.,7,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Rod Horn,DT,23,70,74,59,3,Nebraska,4,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,John Sinnott,OT,22,70,74,60,3,Brown,4,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Syd Kitson,OG,21,70,75,61,3,Wake Forest,9,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Friede,WR,22,70,74,62,3,Indiana,5,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Earl Jones,S,23,70,75,63,3,Norfolk St.,6,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Myron Lapka,DT,24,70,74,64,3,USC,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jim Miller,P,23,70,74,65,3,Mississippi,5,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,James Hadnot,RB,23,70,75,66,3,Texas Tech,13,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mark Brammer,TE,22,70,75,67,3,Michigan St.,11,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Brent Boyd,OG,23,70,75,68,3,UCLA,16,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Lance Mehl,OLB,22,70,79,69,3,Penn St.,51,1,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,LeRoy Irvin,S,22,70,83,70,3,Kansas,76,2,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,John Schmeding,OG,22,70,74,71,3,Boston Col.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Cliff Odom,OLB,22,70,78,72,3,Texas-Arlington,44,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Steve McMichael,DT,22,69,84,73,3,Texas,100,2,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Larry Carter,S,22,69,73,74,3,Kentucky,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bill Barnett,DE,24,69,74,75,3,Nebraska,12,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Scot Brantley,OLB,22,69,76,76,3,Florida,32,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Craig Puki,OLB,23,69,74,77,3,Tennessee,7,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bill Roe,OLB,22,69,73,78,3,Colorado,3,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tim Smith,WR,23,69,75,79,3,Nebraska,23,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,James Jones,RB,21,69,73,80,3,Mississippi St.,5,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Charles Baker,OLB,22,69,76,81,3,New Mexico,31,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Phil Murphy,DT,22,69,73,82,3,South Carolina St.,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ray Sydnor,TE,22,69,73,83,3,Wisconsin,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ricky Churchman,S,22,68,73,84,4,Texas,6,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Eric Hipple,QB,22,68,75,85,4,Utah St.,38,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,William Glass,OG,22,68,72,86,4,Baylor,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Fred Nixon,WR,21,68,72,87,4,Oklahoma,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ray Butler,WR,24,68,75,88,4,USC,33,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Rusty Lisch,QB,23,68,72,89,4,Notre Dame,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Danny Pittman,WR,22,68,72,90,4,Wyoming,4,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jim Laughlin,OLB,22,68,73,91,4,Ohio St.,13,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Dennis Johnson,OLB,22,68,74,92,4,USC,27,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ervin Parker,OLB,22,68,74,93,4,South Carolina St.,17,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Dave Klug,OLB,22,67,71,94,4,Concordia-Moorhead (MN),3,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jesse Johnson,S,23,67,71,95,4,Colorado,3,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Jolly,S,22,67,71,96,4,Michigan,4,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Terry Dion,DE,22,67,71,97,4,Oregon,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,David Hodge,OLB,22,67,71,98,4,Houston,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ron Crews,DT,23,67,71,99,4,UNLV,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Elmer Bailey,WR,22,67,71,100,4,Minnesota,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ed Luther,QB,23,67,72,101,4,San Jose St.,7,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Larry Flowers,S,22,67,72,102,4,Texas Tech,6,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Arland Thompson,OG,22,66,70,103,4,Baylor,3,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,I.M. Hipp,RB,24,66,70,104,4,Nebraska,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kurt Petersen,OG,23,66,73,105,4,Missouri,34,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Chris Combs,TE,22,66,70,106,4,New Mexico,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Rick Parros,RB,22,66,71,107,4,Utah St.,16,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bob Gregor,S,23,66,70,108,4,Washington St.,5,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Paul McDonald,QB,22,66,71,109,4,USC,16,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bill Hurley,S,23,66,70,110,4,Syracuse,4,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mark Streeter,S,22,66,70,111,5,Arizona,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ken Times,DT,24,66,70,112,5,Southern,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bryan Hicks,S,23,66,71,113,5,McNeese St.,13,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Carlos Carson,WR,21,66,76,114,5,LSU,51,2,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Dan Pensick,DT,22,66,70,115,5,Nebraska,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Elvis Franks,DE,23,66,71,116,5,Morgan St.,9,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Brad Vassar,OLB,22,65,69,117,5,Pacific,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tony Blount,S,21,65,69,118,5,Virginia,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jeff Pyburn,S,22,65,69,119,5,Georgia,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tommie Ginn,C,22,65,69,120,5,Arkansas,4,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Doug Paschal,RB,22,65,69,121,5,North Carolina,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Paul Jones,RB,22,65,69,122,5,California,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jim Zidd,OLB,22,65,69,123,5,Kansas,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Doug McDougald,DE,23,65,69,124,5,Virginia Tech,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kenny Lewis,RB,22,65,69,125,5,Virginia Tech,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,John Adams,OLB,22,65,69,126,5,LSU,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Joe Steele,RB,22,65,69,127,5,Washington,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,William Bowens,OLB,22,65,69,128,5,North Alabama,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Keith Lee,S,22,65,70,129,5,Colorado St.,8,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Paul Tabor,C,23,64,68,130,5,Oklahoma,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Harden,S,21,64,73,131,5,Michigan,54,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Daniel Jacobs,DE,22,64,68,132,5,Winston-Salem St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Gary Hogeboom,QB,22,64,70,133,5,Central Michigan,22,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,John Corker,OLB,21,64,68,134,5,Oklahoma St.,3,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Nate Rivers,RB,25,64,68,135,5,South Carolina St.,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Laval Short,DT,21,64,68,136,5,Colorado,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kenny Johnson,S,22,64,72,137,5,Mississippi St.,39,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Craig Wolfley,OG,22,64,72,138,5,Syracuse,45,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Herb Williams,S,22,64,68,139,6,Southern,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Chris Dieterich,OT,22,64,71,140,6,North Carolina St.,29,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jo Heath,S,23,64,68,141,6,Pittsburgh,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bill Acker,DT,23,64,69,142,6,Texas,6,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Karl Swanke,OT,22,63,70,143,6,Boston Col.,30,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Chris Foote,C,23,63,68,144,6,USC,10,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Scott Brunner,QB,23,63,69,145,6,Delaware,17,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bubba Garcia,WR,22,63,67,147,6,Texas-El Paso,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ray Yakavonis,DT,23,63,67,148,6,East Stroudsburg,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,George Visger,DT,21,63,67,149,6,Colorado,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Lester Boyd,OLB,22,63,67,150,6,Kentucky,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,LaRue Harrington,RB,23,63,67,151,6,Norfolk St.,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tom Schremp,DE,22,63,67,152,6,Wisconsin,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mark McNeal,DE,22,63,67,153,6,Idaho,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Guman,RB,22,63,69,154,6,Penn St.,24,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Farley Bell,OLB,22,63,67,155,6,Cincinnati,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Guess,S,22,62,66,156,6,Ohio St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Keith Bishop,OG,23,62,72,157,6,Baylor,45,2,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Eugene Byrd,WR,22,62,66,158,6,Michigan St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Andrew Melontree,OLB,22,62,66,159,6,Baylor,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Preston Brown,WR,22,62,66,160,6,Vanderbilt,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Greg Murtha,OT,23,62,66,161,6,Minnesota,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Timmy Newsome,RB,22,62,68,162,6,Winston-Salem St.,22,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Wayne Hamilton,OLB,22,62,66,163,6,Alabama,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Larry Heater,RB,22,62,66,164,6,Arizona,3,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tunch Ilkin,OT,22,61,72,165,6,Indiana St.,59,2,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Eddie Murray,K,24,61,71,166,7,Tulane,44,2,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ron Simpkins,OLB,22,61,66,167,7,Michigan,14,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Gary Don Johnson,DT,22,61,65,168,7,Baylor,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Buddy Aydelette,OT,24,61,65,169,7,Alabama,4,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Wes Roberts,DE,23,61,65,170,7,TCU,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ben Apuna,OLB,23,61,65,171,7,Arizona St.,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Smith,WR,22,61,65,172,7,Grambling St.,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Malcolm Barnwell,WR,22,61,67,173,7,Virginia Union,20,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Henry Johnson,OLB,22,61,65,174,7,Georgia Tech,3,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Chuck Loewen,OT,23,61,66,175,7,South Dakota St.,7,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kirk Collins,S,22,61,65,176,7,Baylor,5,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Morucci,RB,22,61,65,177,7,Bloomsburg,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bobby Batton,RB,23,61,65,178,7,UNLV,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bud Hebert,S,23,61,65,179,7,Oklahoma,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tom Kearns,OG,22,61,65,180,7,Kentucky,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Chris Linnin,DE,23,60,64,181,7,Washington,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Craig Bradshaw,QB,23,60,64,182,7,Utah St.,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Emanuel Tolbert,WR,22,60,64,183,7,SMU,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,John Havekost,OG,22,60,64,184,7,Nebraska,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Joe Rose,TE,23,60,65,185,7,California,15,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jim Leonard,OG,22,60,65,186,7,Santa Clara,13,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Melvin Jones,OG,26,60,65,187,7,Houston,6,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Terrell Ward,S,22,60,64,188,7,San Diego St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Lester Brown,RB,22,60,64,189,7,Clemson,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bennie Leverett,RB,22,60,64,190,7,Bethune-Cookman,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Stuart Dodds,P,22,60,64,191,7,Montana St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Gerry Ellis,RB,22,60,68,192,7,Missouri,44,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Nate Johnson,WR,23,60,64,193,7,Hillsdale,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kenny Hill,S,22,59,70,194,8,Yale,28,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ken Walter,OT,22,59,67,195,8,Texas Tech,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mark Lyles,RB,22,59,67,196,8,Florida St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Don Coleman,WR,22,59,67,197,8,Oregon,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Dupree Branch,S,22,59,67,198,8,Colorado St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tim Smith,S,22,59,67,199,8,Oregon St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ken Harris,RB,22,59,67,200,8,Alabama,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Al Richardson,OLB,22,59,70,201,8,Georgia Tech,34,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Todd Krueger,QB,22,59,67,202,8,Northern Michigan,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Sam Stepney,OLB,22,59,67,203,8,Boston Univ.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Vic Minor,S,21,59,67,204,8,La-Monroe,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jeff Dziama,OLB,22,59,67,205,8,Boston Col.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Chuck Evans,OLB,23,59,67,206,8,Stanford,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jack Cosgrove,C,22,59,67,207,8,Pacific,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
