year,name,pos,age,rating,potential,draft_pick,round,college,career_av,pro_bowls,ever_played,source,ordering,raise_basis
1982,Ralph Williams,OT,23,70,74,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Clint Didier,TE,24,70,74,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,George Lilja,C,22,69,73,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.64),NONE — no career outcome on disk; PFR fetch pending
1982,Vernon Dean,CB,23,69,73,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Benny Perrin,S,24,69,73,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Calvin Thomas,RB,22,69,73,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Henry Waechter,DT,22,69,73,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,George Farmer,WR,24,69,73,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1982,Tom Cousineau,MLB,22,69,73,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,Harvey Armstrong,DE,22,68,72,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Case deBruijn,P,23,68,72,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.77),NONE — no career outcome on disk; PFR fetch pending
1982,Bryan Hinkle,OLB,22,68,72,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1982,Tootie Robbins,OT,22,68,72,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Dwayne Crutchfield,RB,23,68,72,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Sean Farrell,OG,22,68,72,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Rod Hill,CB,22,68,72,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Bernard Henry,WR,23,67,71,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1982,John Cannon,DT,22,67,71,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Clay Brown,TE,22,67,71,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,Dennis Gentry,RB,23,67,71,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Sam Washington,S,22,67,71,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Mike Pagel,QB,22,67,71,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,PassArmStrength alone — the model fails for rookie QBs,NONE — no career outcome on disk; PFR fetch pending
1982,Florian Kempf,K,23,66,70,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.65),NONE — no career outcome on disk; PFR fetch pending
1982,Calvin Daniels,MLB,22,66,70,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,Bruce Schultz,OLB,22,66,70,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1982,Rich Baldinger,OT,23,66,70,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,James Davis,CB,22,66,70,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Kenny Duckett,WR,22,66,70,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1982,Booker Moore,RB,23,66,70,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Todd Liebenstein,DT,22,66,70,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Mike Munchak,OG,22,66,70,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Jeff Stover,DE,23,65,69,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Les Studdard,C,21,65,69,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.64),NONE — no career outcome on disk; PFR fetch pending
1982,Robert Alexander,RB,22,65,69,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Durwood Roquemore,S,23,65,69,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Tony Woodruff,WR,21,65,69,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1982,Danny Wagoner,CB,22,65,69,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Rob Rubick,TE,23,65,69,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,Ed Judie,OLB,21,65,69,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1982,Luis Sharpe,OT,22,65,69,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Vince Heflin,RB,23,64,68,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Scott Nicolas,MLB,21,64,68,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,Martin Moss,DT,22,64,68,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Floyd Eddings,WR,23,64,68,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1982,Rohn Stark,P,25,64,68,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.77),NONE — no career outcome on disk; PFR fetch pending
1982,Donnie Craft,RB,22,64,68,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Don Greco,OG,23,64,68,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,James Burroughs,CB,24,64,68,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Ken McAlister,S,22,63,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Morten Andersen,K,22,63,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.65),NONE — no career outcome on disk; PFR fetch pending
1982,Jimmy Williams,OLB,24,63,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1982,Emil Boures,OT,22,63,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Glen Collins,DT,22,63,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Rick Ackerman,DE,23,63,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Marvin Lewis,RB,22,63,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Renaldo Nehemiah,WR,22,63,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1982,Eddie McGill,TE,23,62,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,Eugene Marve,MLB,22,62,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,Rodney Lewis,CB,22,62,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Joe Morris,RB,23,62,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Robert Abraham,OLB,22,62,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1982,Paul Lankford,S,22,61,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Chuck Ehin,DT,23,61,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Clint Sampson,WR,22,61,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1982,Brian Baldinger,OG,22,61,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Mike Baab,C,23,61,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.64),NONE — no career outcome on disk; PFR fetch pending
1982,Mark Herrmann,QB,22,61,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,PassArmStrength alone — the model fails for rookie QBs,NONE — no career outcome on disk; PFR fetch pending
1982,Justin Cross,OT,22,61,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Mike Meade,RB,23,61,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Chris Williams,CB,22,61,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Jeff Rohrer,MLB,22,61,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,John Rodgers,TE,23,61,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,Phil Epps,WR,22,60,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1982,Rick Porter,RB,22,60,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,David Galloway,DE,23,60,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Bruce Clark,DT,21,60,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Craig Shaffer,OLB,22,60,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1982,Chuck Slaughter,OT,23,60,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Rex Robinson,K,21,60,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.65),NONE — no career outcome on disk; PFR fetch pending
1982,Tate Randle,S,22,60,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Johnny Ray Smith,CB,23,60,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Joseph Pellegrini,OG,21,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Earl Ferrell,RB,22,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Jeff Hayes,P,23,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.77),NONE — no career outcome on disk; PFR fetch pending
1982,Lindsay Scott,WR,21,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1982,Malcolm Taylor,DT,22,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Steve Doig,MLB,23,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,Cliff Chatman,RB,26,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Roosevelt Barnes,OLB,22,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1982,Donald Laster,OT,23,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Tom Morris,CB,24,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Pat Beach,TE,22,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,Steve Bryant,WR,23,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1982,Andre Young,S,24,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Newton Williams,RB,22,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Larry Rubens,C,22,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.64),NONE — no career outcome on disk; PFR fetch pending
1982,Doug Barnett,DE,23,59,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Perry Hartnett,OG,22,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Fletcher Jenkins,DT,22,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1982,Hokie Gajan,RB,23,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1982,Melvin Hoover,WR,22,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1982,Roger Jackson,CB,22,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1982,Darren Comeaux,OLB,23,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1982,Keith Uecker,OT,22,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1982,Rick Dennison,MLB,22,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1982,Brian Clark,K,23,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.65),NONE — no career outcome on disk; PFR fetch pending
1982,John Krimm,S,22,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==2,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
