key,name,build_pos,archive_pos,registry_band,archive_band,n_sources,agreement,era,files,current_head,checked,verdict
rashan gary|DE,rashan gary,DE,OLB,light,dark,6,1.0,2020-2024,2026,Head2b,,
rishard matthews|TE,rishard matthews,TE,WR,light,dark,6,1.0,2012-2018,2013,Head2a,,
spencer brown|RB,spencer brown,RB,T,dark,light,6,1.0,2022-2026,2021,Head5b,,
tim fox|CB,tim fox,CB,FS,dark,light,6,1.0,1958-1986,1986,Head5c,,
tyson alualu|DT,tyson alualu,DT,DE,light,dark,6,1.0,2010-2023,2010 2017 2021,Head2b,,
wayne smith|S,wayne smith,S,CB,light,dark,6,1.0,1981-1988,1986,Head3a,,
brian burns|DE,brian burns,DE,DT,light,dark,5,1.0,2021-2026,2021,Head2a,,
chester mcglockton|DT,chester mcglockton,DT,DE,light,dark,5,1.0,1992-1999,2000,Head2b,,
clifton ryan|DT,clifton ryan,DT,DE,light,dark,5,1.0,2007-2010,2007 2010,Head3b,,
dennis johnson|DE,dennis johnson,DE,DT,light,dark,5,1.0,2004-2005,2004,Head3a,,
frank okam|DT,frank okam,DT,DE,light,dark,5,1.0,2008-2011,2010,Head3b,,
greg hill|S,greg hill,S,CB,light,dark,5,1.0,1983-1988,1986,Head2a,,
jason kyle|RB,jason kyle,RB,OLB,dark,light,5,1.0,2004-2007,2004,Head4c,,
jordan willis|DE,jordan willis,DE,DT,light,dark,5,1.0,2017-2022,2017 2021,Head2b,,
josh tupou|DT,josh tupou,DT,DE,light,dark,5,1.0,2020-2024,2017 2021,Head2b,,
justin snow|S,justin snow,S,TE,dark,light,5,1.0,2004-2011,2004,Head4a,,
kemoko turay|DE,kemoko turay,DE,DT,light,dark,5,1.0,2018-2022,2021,Head2a,,
ken amato|S,ken amato,S,OLB,dark,light,5,1.0,2004-2009,2004,Head4a,,
ken amato|C,ken amato,C,OLB,dark,light,5,1.0,2004-2009,2010,Head4c,,
kevin givens|DT,kevin givens,DT,DE,light,dark,5,1.0,2021-2026,2021,Head2b,,
keyon nash|CB,keyon nash,CB,FS,light,dark,5,1.0,1958-2006,2004,Head1a,,
korey cunningham|DT,korey cunningham,DT,T,light,dark,5,1.0,2018-2023,2021,Head2b,,
lucious smith|S,lucious smith,S,CB,light,dark,5,1.0,1981-1994,1986,Head3a,,
matt skura|OG,matt skura,OG,C,dark,light,5,1.0,2017-2023,2017 2021,Head5b,,
robb butler|CB,robb butler,CB,SS,light,dark,5,1.0,2004-2005,2004,Head2a,,
robin sendlein|MLB,robin sendlein,MLB,OLB,dark,light,5,1.0,1981-1994,1986,Head5a,,
rubin carter|DT,rubin carter,DT,DE,light,dark,5,1.0,1958-1986,1986,Head3c,,
willie blade|DT,willie blade,DT,DE,light,dark,5,1.0,2004-2005,2004,Head2b,,
zach sieler|DE,zach sieler,DE,DT,dark,light,5,1.0,2021-2024,2026,Head4d,,
arden key|DE,arden key,DE,DT,light,dark,4,1.0,2018-2026,2021,Head2a,,
corey mays|OLB,corey mays,OLB,ILB,light,dark,4,1.0,2008-2010,2007,Head3a,,
dan arnold|WR,dan arnold,WR,TE,dark,light,4,1.0,2021-2023,2021,Head5a,,
darell scott|DT,darell scott,DT,DE,light,dark,4,1.0,2009-2012,2010,Head3b,,
james winchester|C,james winchester,C,TE,light,dark,4,1.0,2015-2024,2017,Head1a,,
jaylon ferguson|DE,jaylon ferguson,DE,OLB,light,dark,4,1.0,2020-2022,2021,Head2b,,
joe gaziano|DE,joe gaziano,DE,DT,light,dark,4,1.0,2022-2024,2021,Head2b,,
kevin brooks|OLB,kevin brooks,OLB,DT,light,dark,4,1.0,1985-1991,1986,Head3a,,
kingsley keke|DE,kingsley keke,DE,DT,light,dark,4,1.0,2020-2022,2021,Head2b,,
malcolm roach|DT,malcolm roach,DT,DE,light,dark,4,1.0,2023-2026,2021 2026,Head2b,,
neil elshire|DE,neil elshire,DE,DT,dark,light,4,1.0,1981-1985,1986,Head4b,,
rashard lawrence|DT,rashard lawrence,DT,DE,light,dark,4,1.0,2021-2023,2021,Head2b,,
ray perryman|CB,ray perryman,CB,SS,light,dark,4,1.0,2004-2005,2004,Head2a,,
ryan glasgow|DT,ryan glasgow,DT,DE,dark,light,4,1.0,2017-2021,2017,Head5b,,
tom baldwin|DT,tom baldwin,DT,DE,dark,light,4,1.0,1984-1988,1986,Head5b,,
trevor robinson|OG,trevor robinson,OG,C,dark,light,4,1.0,2012-2016,2013,Head4b,,
aaron maybin|DE,aaron maybin,DE,OLB,light,dark,3,1.0,2010-2012,2010,Head2a,,
alain kashama|DE,alain kashama,DE,DT,light,dark,3,1.0,2004-2005,2004,Head3b,,
albert huggins|DT,albert huggins,DT,DE,light,dark,3,1.0,2022-2024,2021,Head2b,,
ben banogu|DE,ben banogu,DE,DT,light,dark,3,1.0,2020-2023,2021,Head2a,,
chad lavalais|DT,chad lavalais,DT,DE,dark,light,3,1.0,2004-2007,2004,Head5b,,
chauncey rivers|DE,chauncey rivers,DE,OLB,light,dark,3,1.0,2022-2023,2021,Head2a,,
clifton geathers|DE,clifton geathers,DE,DT,light,dark,3,1.0,2010-2014,2010 2013,Head3b,,
corey jackson|DE,corey jackson,DE,DT,light,dark,3,1.0,2004-2005,2004,Head3a,,
dan benish|DT,dan benish,DT,DE,light,dark,3,1.0,1983-1985,1986,Head3b,,
danny shelton|DT,danny shelton,DT,DE,light,dark,3,1.0,2015-2021,2017 2021,Head2b,,
daquan bowers|DE,daquan bowers,DE,DT,light,dark,3,1.0,2012-2016,2013,Head3b,,
darryl johnson|DE,darryl johnson,DE,DT,light,dark,3,1.0,2020-2022,2021,Head2b,,
david carter|DT,david carter,DT,DE,light,dark,3,1.0,2011-2014,2013,Head3b,,
derrek tuszka|DE,derrek tuszka,DE,OLB,light,dark,3,1.0,2022-2023,2021,Head1a,,
derrick morgan|DE,derrick morgan,DE,DT,light,dark,3,1.0,2011-2014,2010 2013,Head2b,,
dylan horton|DE,dylan horton,DE,DT,light,dark,3,1.0,2024-2026,2026,Head2b,,
everette brown|DE,everette brown,DE,DT,light,dark,3,1.0,2009-2012,2010 2013,Head3a,,
george karlaftis|DE,george karlaftis,DE,DT,dark,light,3,1.0,2023-2025,2026,Head4b,,
harvey langi|DE,harvey langi,DE,OLB,light,dark,3,1.0,2020-2022,2017 2021,Head2a,,
jack campbell|OLB,jack campbell,OLB,ILB,dark,light,3,1.0,2024-2026,2026,Head5a,,
jamaal westerman|DE,jamaal westerman,DE,OLB,light,dark,3,1.0,2011-2014,2010 2013,Head3a,,
jermaine haley|DT,jermaine haley,DT,DE,light,dark,3,1.0,2004-2005,2004,Head1d,,
joe zelenka|S,joe zelenka,S,TE,dark,light,3,1.0,2004-2007,2004,Head4a,,
john penisini|DT,john penisini,DT,DE,light,dark,3,1.0,2021-2022,2021,Head2b,,
jonathan freeny|DE,jonathan freeny,DE,OLB,light,dark,3,1.0,2012-2017,2013 2017,Head2a,,
jordan meredith|C,jordan meredith,C,G,light,dark,3,1.0,2024-2026,2026,Head2b,,
keion white|DE,keion white,DE,DT,light,dark,3,1.0,2024-2026,2026,Head1b,,
michael dogbe|DE,michael dogbe,DE,DT,light,dark,3,1.0,2020-2022,2021,Head2b,,
mike purcell|DT,mike purcell,DT,DE,light,dark,3,1.0,2020-2022,2021,Head2d,,
morgan cox|C,morgan cox,C,TE,light,dark,3,1.0,2015-2024,2010 2017,Head1a,,
omari jordan|DT,omari jordan,DT,DE,light,dark,3,1.0,2004-2005,2004,Head1b,,
phil costa|OG,phil costa,OG,C,dark,light,3,1.0,2011-2014,2010 2013,Head4b,,
roger knight|MLB,roger knight,MLB,OLB,light,dark,3,1.0,2004-2005,2004,Head1a,,
tommy togiai|DT,tommy togiai,DT,DE,dark,light,3,1.0,2022-2023,2021 2026,Head4b,,
tony casillas|DT,tony casillas,DT,DE,dark,light,3,1.0,1980-1994,1986,Head4b,,
tyler davis|DT,tyler davis,DT,TE,light,dark,3,1.0,2023-2026,2026,Head1b,,
will anderson|OLB,will anderson,OLB,DT,light,dark,3,1.0,2024-2026,2026,Head1a,,
zak keasey|OLB,zak keasey,OLB,FB,dark,light,3,1.0,2007-2010,2007,Head4a,,
