name,pos,age,height,weight,jersey,source_save,years_pro_read,Speed,Agility,PassArmStrength,Stamina,KickPower,Durability,Strength,Jumping,Coverage,RunRoute,Tackle
Danny Wagoner,CB,,70,180,0,1983-1984SAVEGAME.DAT,2,84,82,12,70,17,81,47,71,77,8,40
Don Greco,G,,75,260,24,1983-1984SAVEGAME.DAT,2,59,54,11,70,7,97,70,52,14,12,28
Vince Thompson,RB,,72,230,49,1983-1984SAVEGAME.DAT,2,79,78,25,63,13,87,47,73,34,48,28
Jimmy Williams,OLB,,75,228,216,1983-1984SAVEGAME.DAT,2,77,76,10,81,11,84,67,60,64,23,80
Roosevelt Barnes,OLB,,74,226,176,1983-1984SAVEGAME.DAT,2,75,74,10,82,5,81,59,59,64,21,78
Donald Laster,T,,77,285,112,1983-1984SAVEGAME.DAT,2,56,54,11,43,14,24,62,64,24,12,30
Rob Rubick,TE,,75,234,160,1983-1984SAVEGAME.DAT,2,73,69,10,30,4,81,67,69,14,60,13
Ron Hallstrom,T,,78,290,8,1983-1984SAVEGAME.DAT,2,40,42,11,68,19,88,65,36,11,12,28
Mike Meade,FB,,71,228,56,1983-1984SAVEGAME.DAT,2,77,62,22,44,16,95,66,59,38,45,41
Gary Lewis,TE,,77,234,136,1983-1984SAVEGAME.DAT,2,69,79,10,45,5,87,64,73,21,75,19
Phil Epps,WR,,69,165,168,1983-1984SAVEGAME.DAT,2,86,90,20,42,6,86,34,85,11,80,15
Larry Rubens,C,,74,262,208,1983-1984SAVEGAME.DAT,2,45,48,11,70,21,61,55,47,9,12,21
Ron Spears,DT,,78,255,120,1983-1984SAVEGAME.DAT,2,66,71,11,65,23,80,78,47,23,12,65
James Burroughs,CB,,73,192,104,1983-1984SAVEGAME.DAT,2,88,86,9,81,17,87,35,85,68,11,57
Henry Waechter,DT,,77,275,56,1983-1984SAVEGAME.DAT,2,66,64,9,53,17,82,71,37,32,14,82
Leo Wisniewski,DE,,74,263,40,1983-1984SAVEGAME.DAT,2,66,73,10,66,19,71,59,78,46,14,76
Ben Utt,G,,77,271,0,1983-1984SAVEGAME.DAT,2,62,50,11,80,17,91,56,30,25,12,34
Newton Williams,RB,,70,204,57,1983-1984SAVEGAME.DAT,2,78,83,27,26,14,74,67,61,10,27,10
Gary Padjen,ILB,,74,246,224,1983-1984SAVEGAME.DAT,2,64,58,10,59,6,79,55,64,52,19,75
Johnie Cooks,OLB,,76,251,16,1983-1984SAVEGAME.DAT,2,69,70,10,67,13,88,71,60,53,23,85
Rohn Stark,P,,75,200,24,1983-1984SAVEGAME.DAT,2,43,38,40,37,94,96,29,33,11,13,30
Mike Pagel,QB,,74,206,144,1983-1984SAVEGAME.DAT,2,67,73,84,73,11,89,39,59,29,28,29
Mark Herrmann,QB,,76,199,72,1983-1984SAVEGAME.DAT,2,58,64,83,43,11,81,22,39,22,14,33
Mark Kafentzis,SS,,70,185,232,1983-1984SAVEGAME.DAT,2,83,76,13,23,5,69,49,68,46,30,43
Dave Young,TE,,77,240,136,1983-1984SAVEGAME.DAT,2,63,62,10,24,4,78,69,56,21,53,16
Pat Beach,TE,,76,244,136,1983-1984SAVEGAME.DAT,2,64,74,10,42,5,82,62,81,21,56,17
Rick Porter,RB,,70,195,160,1983-1984SAVEGAME.DAT,2,82,83,18,27,5,87,39,59,33,39,28
Bernard Henry,WR,,73,180,192,1983-1984SAVEGAME.DAT,2,86,80,20,45,13,84,27,67,8,87,15
Durwood Roquemore,SS,,73,180,48,1983-1984SAVEGAME.DAT,2,91,77,11,65,21,86,35,77,83,8,76
Dean Prater,DT,,77,225,121,1983-1984SAVEGAME.DAT,2,60,62,11,45,23,84,53,56,29,18,81
Calvin Daniels,ILB,,75,240,145,1983-1984SAVEGAME.DAT,2,77,80,10,73,13,88,59,61,67,23,76
Bob Gagliano,QB,,75,195,112,1983-1984SAVEGAME.DAT,2,74,65,75,17,11,85,31,55,34,28,34
Anthony Hancock,WR,,72,200,144,1983-1984SAVEGAME.DAT,2,85,81,20,52,12,86,33,82,8,87,16
Louis Haynes,OLB,,72,227,192,1983-1984SAVEGAME.DAT,2,67,67,11,55,23,71,60,50,55,12,71
Steve Clark,DT,,76,255,224,1983-1984SAVEGAME.DAT,2,66,62,10,79,19,76,61,46,28,14,65
Vince Heflin,FB,,72,185,48,1983-1984SAVEGAME.DAT,2,82,79,25,53,14,80,25,67,34,60,29
Charles Bowser,OLB,,75,231,192,1983-1984SAVEGAME.DAT,2,73,68,10,83,11,74,62,65,73,18,62
Paul Lankford,SS,,73,185,96,1983-1984SAVEGAME.DAT,2,82,80,13,66,16,60,43,73,75,8,68
William Judson,CB,,73,189,136,1983-1984SAVEGAME.DAT,2,83,86,12,80,4,86,60,71,89,29,60
Jeff Toews,C,,75,255,224,1983-1984SAVEGAME.DAT,2,54,58,11,67,16,78,61,46,25,12,23
Curtis Rouse,G,,75,310,32,1983-1984SAVEGAME.DAT,2,40,54,11,60,11,77,75,24,9,12,33
Darrin Nelson,RB,,69,188,160,1983-1984SAVEGAME.DAT,2,83,85,27,80,15,89,67,71,13,51,15
Wade Wilson,QB,,75,210,88,1983-1984SAVEGAME.DAT,2,44,56,80,21,7,72,27,45,27,22,27
Terry Tausch,T,,77,275,16,1983-1984SAVEGAME.DAT,2,43,55,11,80,11,67,65,39,9,12,33
Steve Jordan,TE,,76,238,153,1983-1984SAVEGAME.DAT,2,72,73,10,58,14,88,66,68,44,50,24
Rodney Lewis,CB,,71,190,232,1983-1984SAVEGAME.DAT,2,85,87,12,67,17,81,50,79,74,8,45
Bruce Clark,DT,,75,270,88,1983-1984SAVEGAME.DAT,2,78,74,10,77,19,90,69,65,60,17,77
Reggie Lewis,DE,,74,260,16,1983-1984SAVEGAME.DAT,2,72,68,11,66,19,81,61,56,35,29,79
Tony Elliott,DT,,74,290,24,1983-1984SAVEGAME.DAT,2,55,56,10,65,21,85,75,42,39,19,68
Brad Edelman,G,,78,265,248,1983-1984SAVEGAME.DAT,2,67,62,11,76,17,96,56,19,9,12,34
Louis Oubre,G,,76,262,18,1983-1984SAVEGAME.DAT,2,53,57,11,57,17,95,69,29,14,12,30
Hokie Gajan,RB,,71,220,113,1983-1984SAVEGAME.DAT,2,83,81,27,33,11,95,65,82,14,49,26
Glen Redd,ILB,,73,230,208,1983-1984SAVEGAME.DAT,2,75,71,10,75,4,80,59,56,71,15,74
Morten Andersen,K,,74,217,57,1983-1984SAVEGAME.DAT,2,35,40,10,33,85,98,26,36,17,21,30
Dave Wilson,QB,,75,206,144,1983-1984SAVEGAME.DAT,2,51,43,86,64,16,75,38,53,16,27,32
Kenny Duckett,WR,,71,187,152,1983-1984SAVEGAME.DAT,2,88,85,20,30,16,84,42,79,14,77,10
Lindsay Scott,WR,,73,194,128,1983-1984SAVEGAME.DAT,2,80,80,20,22,10,84,36,82,12,76,14
Mike Mayock,CB,,74,198,168,1983-1984SAVEGAME.DAT,2,83,75,12,62,17,81,35,71,70,8,45
Jerome Sally,DE,,75,270,112,1983-1984SAVEGAME.DAT,2,56,68,13,62,17,72,67,54,10,22,83
John Tautolo,T,,75,260,32,1983-1984SAVEGAME.DAT,2,52,58,11,75,21,95,71,45,31,12,32
Butch Woolfolk,RB,,73,207,200,1983-1984SAVEGAME.DAT,2,82,79,32,74,16,86,51,71,14,59,11
Joe Morris,RB,,67,195,160,1983-1984SAVEGAME.DAT,2,80,80,25,53,13,70,46,60,17,41,28
Rich Baldinger,T,,76,280,56,1983-1984SAVEGAME.DAT,2,46,60,11,48,22,86,80,38,11,12,29
Floyd Eddings,WR,,71,177,193,1983-1984SAVEGAME.DAT,2,88,81,22,53,7,81,38,59,9,79,12
Dwayne Crutchfield,FB,,72,240,105,1983-1984SAVEGAME.DAT,2,72,72,16,67,25,90,67,58,49,33,59
Joseph Pellegrini,G,,76,265,240,1983-1984SAVEGAME.DAT,2,55,51,11,57,10,85,68,35,11,12,32
George Lilja,C,,76,260,232,1983-1984SAVEGAME.DAT,2,41,55,11,78,21,86,79,35,21,12,32
Rusty Guilbeau,DT,,76,240,240,1983-1984SAVEGAME.DAT,2,69,72,10,50,9,80,55,51,44,23,74
Tom Coombs,TE,,75,236,192,1983-1984SAVEGAME.DAT,2,59,63,10,46,9,71,47,70,25,50,25
Marion Barber,FB,,75,228,24,1983-1984SAVEGAME.DAT,2,79,80,10,17,23,75,83,59,24,38,27
Bob Crable,ILB,,75,230,144,1983-1984SAVEGAME.DAT,2,80,78,10,84,5,85,59,56,70,21,82
James Davis,CB,,72,190,104,1983-1984SAVEGAME.DAT,2,75,74,9,77,17,60,32,74,85,13,66
Irvin Phillips,FS,,73,192,56,1983-1984SAVEGAME.DAT,2,77,59,12,91,16,93,45,61,70,9,64
Ed Muransky,G,,76,290,96,1983-1984SAVEGAME.DAT,2,49,62,11,92,16,98,61,65,10,12,22
Marcus Allen,RB,,74,205,0,1983-1984SAVEGAME.DAT,2,87,85,24,87,14,93,37,78,15,80,15
Jack Squirek,ILB,,76,228,208,1983-1984SAVEGAME.DAT,2,81,74,10,76,7,87,35,59,69,15,70
Don Bessillieu,SS,,73,200,112,1983-1984SAVEGAME.DAT,2,83,68,8,79,18,89,52,66,10,7,68
Calvin Muhammad,WR,,71,190,200,1983-1984SAVEGAME.DAT,2,93,79,13,42,7,85,16,80,7,69,7
Jim Romano,C,,75,260,72,1983-1984SAVEGAME.DAT,2,39,74,11,72,14,47,79,38,11,12,11
Harvey Armstrong,DE,,75,262,0,1983-1984SAVEGAME.DAT,2,79,73,11,61,20,83,61,43,17,17,74
Hubie Oliver,RB,,70,230,16,1983-1984SAVEGAME.DAT,2,79,73,16,79,18,94,69,57,26,57,28
Bobby Sebro,C,,76,255,32,1983-1984SAVEGAME.DAT,2,43,50,11,55,10,70,65,39,9,12,32
Anthony Griggs,ILB,,75,230,208,1983-1984SAVEGAME.DAT,2,84,86,10,80,10,83,64,72,73,30,83
Dennis DeVaughn,SS,,70,175,200,1983-1984SAVEGAME.DAT,2,79,80,3,50,14,58,37,70,59,5,57
Lawrence Sampleton,TE,,77,233,184,1983-1984SAVEGAME.DAT,2,69,71,10,30,9,84,68,63,8,47,11
Vyto Kab,TE,,77,250,160,1983-1984SAVEGAME.DAT,2,65,78,26,69,14,85,51,65,9,72,14
Mike Quick,WR,,74,190,144,1983-1984SAVEGAME.DAT,2,92,93,20,73,17,94,33,84,6,98,12
Melvin Hoover,WR,,72,185,168,1983-1984SAVEGAME.DAT,2,87,81,18,58,10,80,33,71,10,70,10
Tony Woodruff,WR,,72,175,152,1983-1984SAVEGAME.DAT,2,85,78,20,37,17,84,50,82,6,70,15
Ed Nelson,DE,,75,270,0,1983-1984SAVEGAME.DAT,2,60,62,11,70,23,84,53,44,29,18,81
Keith Willis,DT,,73,260,232,1983-1984SAVEGAME.DAT,2,81,76,11,75,12,82,59,73,62,29,82
Sam Washington,FS,,69,180,72,1983-1984SAVEGAME.DAT,2,84,86,12,49,21,73,34,76,84,9,68
Walter Abercrombie,RB,,72,210,16,1983-1984SAVEGAME.DAT,2,83,85,25,80,16,96,44,80,11,62,10
Mike Reilly,ILB,,76,219,88,1983-1984SAVEGAME.DAT,2,68,73,6,55,17,68,71,44,43,10,71
Gary Anderson,K,,71,181,8,1983-1984SAVEGAME.DAT,2,35,46,11,53,92,90,37,44,30,30,42
Mike Merriweather,OLB,,74,219,200,1983-1984SAVEGAME.DAT,2,81,82,10,85,11,87,73,70,80,23,96
Bryan Hinkle,OLB,,73,218,168,1983-1984SAVEGAME.DAT,2,80,76,10,58,11,83,57,59,69,22,78
Rick Woods,FS,,72,196,176,1983-1984SAVEGAME.DAT,2,89,87,8,85,27,87,56,80,83,20,65
John Rodgers,TE,,74,220,184,1983-1984SAVEGAME.DAT,2,73,72,10,16,9,84,70,69,8,52,11
Emil Boures,T,,73,258,56,1983-1984SAVEGAME.DAT,2,46,62,11,77,19,83,71,52,6,12,21
Rick Donnalley,C,,74,267,184,1983-1984SAVEGAME.DAT,2,46,61,11,73,14,79,59,20,14,12,24
Kirk Collins,CB,,71,179,192,1983-1984SAVEGAME.DAT,2,85,80,9,74,18,70,48,73,74,25,54
Doug Barnett,DE,,75,250,120,1983-1984SAVEGAME.DAT,2,56,64,10,71,18,64,61,40,13,22,81
Barry Redden,RB,,70,210,240,1983-1984SAVEGAME.DAT,2,83,73,17,60,16,90,56,77,13,55,80
Jim Collins,OLB,,74,230,144,1983-1984SAVEGAME.DAT,2,79,80,13,78,18,77,57,57,59,22,81
John Misko,P,,77,207,48,1983-1984SAVEGAME.DAT,2,35,36,37,43,80,61,26,28,23,23,34
Jeff Kemp,QB,,72,201,72,1983-1984SAVEGAME.DAT,2,63,66,85,85,8,87,46,58,15,30,29
Robert Alexander,RB,,74,200,248,1983-1984SAVEGAME.DAT,2,71,66,14,57,16,92,57,66,31,46,26
George Farmer,WR,,70,185,160,1983-1984SAVEGAME.DAT,2,85,84,20,90,3,95,34,88,4,83,10
Andre Young,SS,,72,203,136,1983-1984SAVEGAME.DAT,2,89,83,9,74,18,84,53,86,66,11,80
Miles McPherson,CB,,71,186,192,1983-1984SAVEGAME.DAT,2,83,84,12,52,17,78,41,76,66,6,61
Rick Ackerman,DE,,76,250,216,1983-1984SAVEGAME.DAT,2,65,70,11,79,20,86,92,42,34,26,73
Chuck Ehin,DT,,77,256,112,1983-1984SAVEGAME.DAT,2,54,61,10,76,25,73,73,71,21,24,61
Maury Buford,P,,73,210,56,1983-1984SAVEGAME.DAT,2,44,52,40,55,85,82,31,46,26,23,41
Andrew Gissinger,T,,77,279,88,1983-1984SAVEGAME.DAT,2,60,68,11,85,18,96,80,61,27,12,31
Bobby Duckworth,WR,,75,198,144,1983-1984SAVEGAME.DAT,2,86,75,22,76,14,84,38,75,6,80,10
Jeff Stover,DE,,77,275,64,1983-1984SAVEGAME.DAT,2,56,68,13,67,17,84,67,82,10,22,78
Dana McLemore,CB,,70,183,89,1983-1984SAVEGAME.DAT,2,88,96,12,70,17,83,50,92,74,8,45
Vince Williams,RB,,72,231,64,1983-1984SAVEGAME.DAT,2,72,65,23,32,7,63,67,64,20,50,10
Ed Judie,OLB,,74,231,120,1983-1984SAVEGAME.DAT,2,79,73,10,78,4,80,71,73,69,15,77
Ron Ferrari,OLB,,72,215,176,1983-1984SAVEGAME.DAT,2,76,72,10,61,5,81,59,59,65,21,84
Allan Kennedy,T,,79,268,16,1983-1984SAVEGAME.DAT,2,42,49,11,87,19,98,73,36,11,12,28
Renaldo Nehemiah,WR,,73,177,152,1983-1984SAVEGAME.DAT,2,84,80,30,49,20,91,42,76,5,72,28
Jeff Bryant,DT,,77,276,104,1983-1984SAVEGAME.DAT,2,80,77,11,90,15,95,74,52,24,23,77
Ken McAlister,FS,,77,220,216,1983-1984SAVEGAME.DAT,2,84,78,11,84,23,78,65,62,64,17,68
Eugene Williams,OLB,,73,220,216,1983-1984SAVEGAME.DAT,2,75,71,9,90,20,95,57,60,64,28,68
Bruce Schultz,OLB,,78,240,208,1983-1984SAVEGAME.DAT,2,78,78,10,80,13,84,63,59,68,30,80
Johnny Ray Smith,CB,,69,180,8,1983-1984SAVEGAME.DAT,2,85,82,9,71,19,84,59,80,71,12,65
John Cannon,DT,,77,260,112,1983-1984SAVEGAME.DAT,2,65,66,10,69,16,90,72,57,40,16,77
Melvin Carver,FB,,71,215,224,1983-1984SAVEGAME.DAT,2,74,78,18,69,22,84,55,63,6,61,15
Michael Morton,RB,,68,180,160,1983-1984SAVEGAME.DAT,2,79,73,16,33,21,63,47,82,15,42,15
Tom Morris,CB,,71,175,192,1983-1984SAVEGAME.DAT,2,82,81,9,75,14,71,48,73,64,10,69
Sean Farrell,G,,78,260,240,1983-1984SAVEGAME.DAT,2,57,60,11,80,28,87,71,46,19,12,34
Ed Judie,OLB,,74,231,152,1983-1984SAVEGAME.DAT,2,79,80,13,77,16,73,64,56,59,22,82
Booker Reese,DT,,78,260,16,1983-1984SAVEGAME.DAT,2,66,66,10,54,12,81,63,60,6,11,76
Jerry Bell,TE,,77,230,144,1983-1984SAVEGAME.DAT,2,66,66,26,67,14,92,61,63,9,65,14
Andre Tyler,WR,,72,180,184,1983-1984SAVEGAME.DAT,2,84,78,25,57,9,79,42,79,5,63,10
Malcolm Taylor,DT,,80,278,48,1983-1984SAVEGAME.DAT,2,67,70,10,60,20,79,77,53,46,18,69
Tate Randle,FS,,72,209,24,1983-1984SAVEGAME.DAT,2,83,74,12,51,16,82,45,80,74,9,58
Al Steinfeld,G,,77,256,40,1983-1984SAVEGAME.DAT,2,43,50,11,71,11,78,58,39,9,12,33
Mike Munchak,G,,75,281,248,1983-1984SAVEGAME.DAT,2,60,65,11,72,17,92,59,33,15,12,34
Gary Allen,RB,,70,183,248,1983-1984SAVEGAME.DAT,2,78,82,23,31,7,88,61,58,20,40,42
Donnie Craft,RB,,72,209,64,1983-1984SAVEGAME.DAT,2,74,72,36,54,5,84,53,74,29,51,21
Robert Abraham,OLB,,73,236,192,1983-1984SAVEGAME.DAT,2,79,80,10,84,13,84,68,60,73,23,74
Florian Kempf,K,,69,170,32,1983-1984SAVEGAME.DAT,2,39,45,11,29,88,90,32,38,17,22,27
Ralph Williams,T,,75,276,32,1983-1984SAVEGAME.DAT,2,56,64,11,64,14,79,54,30,19,12,24
Steve Bryant,WR,,73,210,136,1983-1984SAVEGAME.DAT,2,85,84,20,51,10,78,37,76,38,75,33
Les Studdard,C,,76,260,32,1983-1984SAVEGAME.DAT,2,32,46,11,73,17,67,75,36,25,12,34
Vernon Dean,CB,,71,178,48,1983-1984SAVEGAME.DAT,2,84,79,12,90,19,90,39,70,85,8,65
Todd Liebenstein,DT,,78,245,120,1983-1984SAVEGAME.DAT,2,67,65,10,80,16,87,66,49,11,21,73
Stuart Anderson,ILB,,73,235,184,1983-1984SAVEGAME.DAT,2,77,68,10,90,6,90,60,52,46,19,74
Jeff Hayes,P,,71,175,40,1983-1984SAVEGAME.DAT,2,35,40,48,46,76,78,29,42,20,19,48
Charlie Brown,WR,,70,182,185,1983-1984SAVEGAME.DAT,2,91,94,10,93,6,90,48,88,26,88,15
Clint Didier,TE,,77,240,176,1983-1984SAVEGAME.DAT,2,76,70,10,90,8,90,66,85,9,73,12
Mark McGrath,WR,,74,194,192,1983-1984SAVEGAME.DAT,2,82,77,20,71,18,90,54,77,14,68,9
Mike Williams,TE,,76,245,152,1983-1984SAVEGAME.DAT,2,68,64,20,77,14,83,68,60,11,57,10
Mike Whitwell,FS,,72,175,169,1983-1984SAVEGAME.DAT,2,86,85,9,72,16,82,36,87,82,30,72
Tom Cousineau,ILB,,75,225,144,1983-1984SAVEGAME.DAT,2,73,67,10,99,34,85,60,62,66,31,82
Scott Nicolas,ILB,,75,226,208,1983-1984SAVEGAME.DAT,2,72,71,10,88,11,81,67,61,49,23,82
Chip Banks,OLB,,76,233,192,1983-1984SAVEGAME.DAT,2,77,78,10,80,8,84,63,73,77,30,88
Mike Baab,C,,76,279,232,1983-1984SAVEGAME.DAT,2,40,48,11,89,19,94,77,38,9,12,36
Curtis Bledsoe,FB,,71,215,240,1983-1984SAVEGAME.DAT,2,72,62,11,67,18,54,34,61,10,48,38
Kevin Gray,CB,,71,179,192,1983-1984SAVEGAME.DAT,2,87,81,12,54,17,91,50,92,55,8,45
Mike Lansford,K,,71,193,8,1983-1984SAVEGAME.DAT,2,39,46,9,83,67,64,34,23,7,11,12
Harry Stanback,DT,,77,255,232,1983-1984SAVEGAME.DAT,2,55,56,10,53,15,55,56,55,10,18,52
Bill Jackson,CB,,73,202,32,1983-1984SAVEGAME.DAT,2,83,83,12,34,15,86,45,79,50,5,63
Jim Luscinski,T,,77,275,120,1983-1984SAVEGAME.DAT,2,42,55,11,72,19,80,73,49,6,12,21
Lamont Meacham,CB,,72,170,240,1983-1984SAVEGAME.DAT,2,83,82,9,66,21,68,39,78,54,9,63
Fletcher Jenkins,DT,,74,258,8,1983-1984SAVEGAME.DAT,2,54,67,16,29,13,82,63,33,36,7,58
Bryan Howard,FS,,72,200,248,1983-1984SAVEGAME.DAT,2,78,73,12,79,17,82,43,75,64,10,41
Lemont Jeffers,OLB,,75,210,184,1983-1984SAVEGAME.DAT,2,78,66,10,90,16,66,53,69,53,30,67
Cliff Chatman,FB,,74,225,96,1983-1984SAVEGAME.DAT,2,61,52,12,58,17,75,51,52,38,35,42
Marvin Lewis,RB,,75,208,64,1983-1984SAVEGAME.DAT,2,71,74,16,25,19,90,54,47,40,44,23
Greg Murtha,T,,78,268,80,1983-1984SAVEGAME.DAT,2,38,54,11,70,10,43,67,20,18,12,45
David Green,FB,,73,243,16,1983-1984SAVEGAME.DAT,2,82,73,16,20,17,83,43,59,17,45,29
Case deBruijn,P,,72,176,48,1983-1984SAVEGAME.DAT,2,54,55,32,53,75,34,44,46,19,22,10
Greg Taylor,RB,,68,175,168,1983-1984SAVEGAME.DAT,2,85,83,16,25,1,83,34,61,22,40,22
James Hunter,DE,,77,251,16,1983-1984SAVEGAME.DAT,2,44,64,10,43,15,56,70,21,10,26,66
Rex Robinson,K,,71,205,32,1983-1984SAVEGAME.DAT,2,57,56,11,27,78,51,55,18,9,12,16
John Krimm,FS,,74,190,176,1983-1984SAVEGAME.DAT,2,84,80,13,77,16,37,60,74,63,8,56
Steve Durham,DT,,77,256,64,1983-1984SAVEGAME.DAT,2,66,67,11,58,11,89,55,38,26,23,64
Bubba Green,DE,,76,278,192,1983-1984SAVEGAME.DAT,2,44,53,10,43,15,89,73,18,10,18,64
John Goodson,P,,75,204,8,1983-1984SAVEGAME.DAT,2,49,46,32,48,64,74,44,40,19,22,33
Robert Holt,WR,,73,182,152,1983-1984SAVEGAME.DAT,2,81,80,17,14,8,80,34,74,35,65,23
Brian Clark,K,,74,190,24,1983-1984SAVEGAME.DAT,2,45,52,11,27,71,51,49,18,9,12,16
Tim Washington,CB,,74,206,24,1983-1984SAVEGAME.DAT,2,88,65,11,72,21,88,47,72,67,8,50
Ken Poole,DT,,75,251,24,1983-1984SAVEGAME.DAT,2,65,50,10,53,15,96,63,35,10,18,65
